Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Mon Dec 02 20:47:31 2024,784,41,47,159,178,56,78,48,50
Mon Dec 02 20:47:31 2024,785,45,47,63,97,61,136,109,55
Mon Dec 02 20:47:31 2024,786,45,43,292,165,68,103,79,53
Mon Dec 02 20:47:31 2024,814,43,49,146,181,62,120,110,55
Mon Dec 02 20:47:31 2024,817,49,51,474,162,59,125,114,53
Mon Dec 02 20:47:31 2024,818,42,51,222,170,61,88,60,53
Mon Dec 02 20:47:31 2024,818,51,43,214,125,59,92,70,49
Mon Dec 02 20:47:31 2024,849,45,49,195,197,68,80,99,50
Mon Dec 02 20:47:31 2024,849,43,44,63,88,61,172,75,53
Mon Dec 02 20:47:31 2024,850,46,53,440,159,63,126,184,62
Mon Dec 02 20:47:31 2024,850,43,47,179,156,63,138,165,54
Mon Dec 02 20:47:31 2024,850,46,46,174,60,67,111,153,47
Mon Dec 02 20:47:31 2024,874,44,44,173,218,65,70,174,56
Mon Dec 02 20:47:31 2024,875,45,39,99,61,64,152,173,52
Mon Dec 02 20:47:31 2024,875,47,42,108,86,63,119,115,57
Mon Dec 02 20:47:31 2024,875,49,48,112,142,67,95,161,57
Mon Dec 02 20:47:31 2024,906,48,48,129,153,63,164,185,57
Mon Dec 02 20:47:31 2024,909,46,54,442,89,63,171,98,57
Mon Dec 02 20:47:31 2024,910,55,47,211,117,67,68,109,54
Mon Dec 02 20:47:31 2024,910,39,39,208,201,55,193,241,56
Mon Dec 02 20:47:31 2024,934,52,49,270,85,83,147,132,51
Mon Dec 02 20:47:31 2024,935,49,48,106,96,63,169,60,56
Mon Dec 02 20:47:31 2024,935,47,47,156,115,63,111,156,56
Mon Dec 02 20:47:31 2024,936,45,48,186,59,67,140,156,54
Mon Dec 02 20:47:31 2024,963,39,47,144,210,67,64,68,55
Mon Dec 02 20:47:31 2024,964,43,47,201,173,63,244,158,56
Mon Dec 02 20:47:31 2024,965,46,49,57,174,63,156,237,58
Mon Dec 02 20:47:31 2024,965,47,49,300,190,59,121,60,57
Mon Dec 02 20:47:31 2024,993,50,48,207,159,72,186,129,53
Mon Dec 02 20:47:31 2024,994,38,52,225,190,63,152,81,51
Mon Dec 02 20:47:31 2024,995,53,43,168,208,56,129,108,54
Mon Dec 02 20:47:31 2024,995,42,43,166,181,63,64,133,52
Mon Dec 02 20:47:31 2024,995,46,52,169,133,63,131,119,55
Mon Dec 02 20:47:32 2024,24,52,44,193,84,62,83,118,49
Mon Dec 02 20:47:32 2024,26,43,48,110,104,62,100,116,50
Mon Dec 02 20:47:32 2024,26,52,47,356,195,57,149,132,58
Mon Dec 02 20:47:32 2024,26,46,47,182,160,67,75,143,52
Mon Dec 02 20:47:32 2024,53,40,50,59,62,65,126,121,46
Mon Dec 02 20:47:32 2024,54,47,38,170,240,60,217,91,53
Mon Dec 02 20:47:32 2024,54,40,48,395,161,64,118,268,54
Mon Dec 02 20:47:32 2024,55,40,45,201,154,71,251,114,46
Mon Dec 02 20:47:32 2024,84,48,43,291,178,67,123,127,51
Mon Dec 02 20:47:32 2024,84,46,47,147,114,64,77,102,56
Mon Dec 02 20:47:32 2024,85,49,48,174,125,68,158,152,52
Mon Dec 02 20:47:32 2024,85,46,48,73,206,64,82,119,58
Mon Dec 02 20:47:32 2024,114,52,43,174,221,60,143,88,57
Mon Dec 02 20:47:32 2024,114,40,39,150,188,62,75,141,53
Mon Dec 02 20:47:32 2024,115,45,47,149,168,67,158,147,57
Mon Dec 02 20:47:32 2024,117,39,38,112,48,54,87,156,55
Mon Dec 02 20:47:32 2024,117,49,37,193,127,58,151,45,50
Mon Dec 02 20:47:32 2024,145,47,52,178,166,66,62,110,52
Mon Dec 02 20:47:32 2024,146,52,46,229,105,59,157,122,58
Mon Dec 02 20:47:32 2024,146,41,49,254,109,60,167,241,50
Mon Dec 02 20:47:32 2024,146,47,49,211,154,61,184,122,46
Mon Dec 02 20:47:32 2024,174,54,45,108,84,61,179,165,57
Mon Dec 02 20:47:32 2024,174,40,41,443,142,59,88,131,51
Mon Dec 02 20:47:32 2024,174,44,49,172,156,62,136,90,50
Mon Dec 02 20:47:32 2024,175,40,49,138,209,54,120,105,54
Mon Dec 02 20:47:32 2024,204,49,45,189,139,57,164,113,46
Mon Dec 02 20:47:32 2024,205,52,47,169,154,59,79,132,49
Mon Dec 02 20:47:32 2024,206,44,40,119,172,61,130,127,52
Mon Dec 02 20:47:32 2024,234,43,50,226,199,65,146,120,52
Mon Dec 02 20:47:32 2024,234,52,50,125,118,60,106,144,44
Mon Dec 02 20:47:32 2024,234,43,46,321,184,62,174,58,51
Mon Dec 02 20:47:32 2024,264,44,50,127,195,63,78,106,51
Mon Dec 02 20:47:32 2024,266,48,52,167,196,62,199,142,49
Mon Dec 02 20:47:32 2024,266,49,67,323,135,64,88,152,55
Mon Dec 02 20:47:32 2024,295,50,48,290,150,60,152,262,53
Mon Dec 02 20:47:32 2024,295,53,53,375,52,62,70,113,55
Mon Dec 02 20:47:32 2024,296,52,39,167,137,63,75,159,45
Mon Dec 02 20:47:32 2024,324,54,49,173,137,68,135,157,56
