Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Mon Dec 02 21:05:54 2024,300,53,47,493,82,65,129,184,53
Mon Dec 02 21:05:54 2024,301,42,46,94,233,69,114,230,52
Mon Dec 02 21:05:54 2024,302,48,45,207,78,60,150,61,62
Mon Dec 02 21:05:54 2024,302,52,53,168,88,64,101,85,56
Mon Dec 02 21:05:54 2024,303,61,50,307,152,64,152,89,59
Mon Dec 02 21:05:54 2024,303,45,44,324,132,65,160,168,54
Mon Dec 02 21:05:54 2024,331,54,45,115,59,69,127,158,56
Mon Dec 02 21:05:54 2024,332,50,50,121,130,64,88,159,61
Mon Dec 02 21:05:54 2024,332,55,45,262,98,65,156,123,59
Mon Dec 02 21:05:54 2024,333,50,55,221,143,63,81,191,60
Mon Dec 02 21:05:54 2024,334,42,69,175,157,67,118,169,56
Mon Dec 02 21:05:54 2024,361,44,48,198,164,72,89,226,59
Mon Dec 02 21:05:54 2024,362,54,44,171,175,65,125,155,57
Mon Dec 02 21:05:54 2024,362,51,51,473,164,63,135,62,60
Mon Dec 02 21:05:54 2024,363,58,56,184,65,67,140,149,53
Mon Dec 02 21:05:54 2024,392,51,45,113,82,69,101,166,61
Mon Dec 02 21:05:54 2024,393,52,55,308,127,68,134,168,60
Mon Dec 02 21:05:54 2024,393,50,48,187,85,65,106,198,56
Mon Dec 02 21:05:54 2024,393,46,47,189,134,67,85,164,58
Mon Dec 02 21:05:54 2024,394,47,46,208,160,65,130,114,47
Mon Dec 02 21:05:54 2024,420,54,47,386,125,67,71,261,52
Mon Dec 02 21:05:54 2024,421,48,45,97,60,66,156,270,48
Mon Dec 02 21:05:54 2024,422,44,66,119,184,63,115,166,53
Mon Dec 02 21:05:54 2024,423,44,50,203,133,71,141,98,54
Mon Dec 02 21:05:54 2024,452,43,52,125,153,55,114,169,55
Mon Dec 02 21:05:54 2024,453,41,43,214,215,66,58,55,55
Mon Dec 02 21:05:54 2024,453,48,50,192,141,60,101,123,54
Mon Dec 02 21:05:54 2024,453,54,40,107,172,59,64,156,54
Mon Dec 02 21:05:54 2024,481,54,39,149,174,63,69,115,59
Mon Dec 02 21:05:54 2024,482,49,53,225,215,74,56,49,46
Mon Dec 02 21:05:54 2024,484,47,54,182,114,62,162,88,54
Mon Dec 02 21:05:54 2024,485,51,38,233,211,58,125,242,51
Mon Dec 02 21:05:54 2024,511,53,50,227,193,68,100,62,55
Mon Dec 02 21:05:54 2024,512,51,55,59,98,66,104,170,87
Mon Dec 02 21:05:54 2024,512,54,55,292,121,64,119,117,54
Mon Dec 02 21:05:54 2024,512,42,44,373,68,58,69,92,58
Mon Dec 02 21:05:54 2024,513,48,55,336,228,59,106,148,51
Mon Dec 02 21:05:54 2024,541,50,50,210,113,75,78,65,54
Mon Dec 02 21:05:54 2024,541,47,46,216,72,66,88,232,59
Mon Dec 02 21:05:54 2024,542,51,51,483,225,63,179,154,47
Mon Dec 02 21:05:54 2024,542,49,50,255,140,65,242,71,55
Mon Dec 02 21:05:54 2024,572,50,45,83,179,63,130,172,59
