Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Mon Dec 02 21:19:24 2024,282,48,43,167,225,68,150,83,52
Mon Dec 02 21:19:24 2024,283,47,44,163,106,54,146,113,45
Mon Dec 02 21:19:24 2024,283,48,46,136,217,61,221,80,54
Mon Dec 02 21:19:24 2024,312,39,38,96,75,56,65,140,53
Mon Dec 02 21:19:24 2024,313,45,48,89,100,66,175,173,53
Mon Dec 02 21:19:24 2024,313,45,45,85,104,65,189,172,53
Mon Dec 02 21:19:24 2024,314,48,52,111,215,63,63,134,54
Mon Dec 02 21:19:24 2024,342,45,40,139,196,55,197,136,52
Mon Dec 02 21:19:24 2024,343,44,45,102,133,64,149,164,46
Mon Dec 02 21:19:24 2024,344,42,42,164,180,54,125,241,47
Mon Dec 02 21:19:24 2024,373,46,46,193,160,59,54,202,56
Mon Dec 02 21:19:24 2024,377,46,46,171,99,64,121,59,43
Mon Dec 02 21:19:24 2024,377,40,43,174,243,66,183,153,50
Mon Dec 02 21:19:24 2024,377,49,51,191,205,61,162,159,49
Mon Dec 02 21:19:24 2024,378,48,65,164,175,62,126,172,53
Mon Dec 02 21:19:24 2024,378,48,51,57,55,63,57,119,52
Mon Dec 02 21:19:24 2024,403,47,46,67,61,68,105,84,58
Mon Dec 02 21:19:24 2024,404,39,52,160,68,80,163,110,53
Mon Dec 02 21:19:24 2024,405,53,41,121,149,65,102,89,54
Mon Dec 02 21:19:24 2024,432,46,53,471,137,83,113,100,52
Mon Dec 02 21:19:24 2024,433,53,44,254,157,57,122,171,50
Mon Dec 02 21:19:24 2024,433,61,46,151,184,61,98,49,47
Mon Dec 02 21:19:24 2024,434,48,50,160,51,61,165,150,53
Mon Dec 02 21:19:24 2024,434,40,38,234,83,64,155,214,52
Mon Dec 02 21:19:24 2024,435,53,39,77,134,61,114,174,47
Mon Dec 02 21:19:24 2024,462,52,40,52,162,67,105,151,55
Mon Dec 02 21:19:24 2024,463,54,45,89,47,59,156,123,47
Mon Dec 02 21:19:24 2024,463,45,44,196,48,64,161,141,50
Mon Dec 02 21:19:24 2024,464,46,39,143,116,64,81,162,56
Mon Dec 02 21:19:24 2024,492,48,54,59,74,61,100,64,55
Mon Dec 02 21:19:24 2024,493,53,47,143,234,56,135,90,51
Mon Dec 02 21:19:24 2024,493,49,46,83,181,59,151,155,53
Mon Dec 02 21:19:24 2024,494,46,48,180,129,66,172,71,52
Mon Dec 02 21:19:24 2024,523,52,52,240,117,69,182,152,54
Mon Dec 02 21:19:24 2024,524,50,50,195,207,62,132,95,47
Mon Dec 02 21:19:24 2024,524,49,48,239,145,56,139,147,53
Mon Dec 02 21:19:24 2024,524,50,48,371,55,56,94,131,57
Mon Dec 02 21:19:24 2024,553,52,55,373,56,68,200,132,60
Mon Dec 02 21:19:24 2024,554,46,50,162,104,60,133,209,59
Mon Dec 02 21:19:24 2024,554,44,48,88,140,57,130,131,55
Mon Dec 02 21:19:24 2024,554,48,47,165,65,63,119,91,47
Mon Dec 02 21:19:24 2024,582,50,45,172,121,63,140,178,49
Mon Dec 02 21:19:24 2024,583,49,50,56,57,56,196,77,54
Mon Dec 02 21:19:24 2024,583,47,40,125,208,62,72,124,54
Mon Dec 02 21:19:24 2024,583,40,48,120,145,63,87,131,53
Mon Dec 02 21:19:24 2024,584,50,48,135,64,59,125,199,55
Mon Dec 02 21:19:24 2024,613,48,52,140,222,62,83,156,58
Mon Dec 02 21:19:24 2024,614,49,43,121,61,64,157,205,56
Mon Dec 02 21:19:24 2024,614,42,46,184,87,67,59,77,65
Mon Dec 02 21:19:24 2024,615,46,41,167,142,68,162,71,52
