Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Mon Dec 02 20:58:07 2024,532,50,48,239,109,64,100,160,57
Mon Dec 02 20:58:07 2024,533,53,53,153,169,64,144,59,58
Mon Dec 02 20:58:07 2024,533,42,44,337,91,56,85,168,54
Mon Dec 02 20:58:07 2024,562,53,53,241,65,60,166,101,56
Mon Dec 02 20:58:07 2024,563,45,39,489,185,69,134,98,57
Mon Dec 02 20:58:07 2024,564,45,38,327,125,63,120,80,58
Mon Dec 02 20:58:07 2024,564,50,48,487,152,58,155,194,56
Mon Dec 02 20:58:07 2024,592,43,50,222,104,64,207,95,56
Mon Dec 02 20:58:07 2024,593,49,51,225,141,64,67,263,56
Mon Dec 02 20:58:07 2024,593,51,51,191,113,70,64,145,42
Mon Dec 02 20:58:07 2024,622,51,55,420,73,61,126,124,50
Mon Dec 02 20:58:07 2024,623,50,45,251,107,65,155,150,61
Mon Dec 02 20:58:07 2024,623,50,52,485,166,66,153,152,52
Mon Dec 02 20:58:07 2024,623,51,41,117,108,64,61,158,56
Mon Dec 02 20:58:07 2024,623,53,39,486,121,61,74,128,56
Mon Dec 02 20:58:07 2024,624,48,50,113,180,60,178,134,56
Mon Dec 02 20:58:07 2024,652,49,50,240,58,67,149,154,55
Mon Dec 02 20:58:07 2024,653,49,49,231,156,65,153,114,49
Mon Dec 02 20:58:07 2024,653,47,45,213,53,62,196,78,52
Mon Dec 02 20:58:07 2024,654,50,52,155,117,69,188,171,48
Mon Dec 02 20:58:07 2024,682,53,44,321,55,65,111,78,47
Mon Dec 02 20:58:07 2024,683,42,46,195,89,60,89,139,53
Mon Dec 02 20:58:07 2024,683,50,48,177,198,63,65,153,56
Mon Dec 02 20:58:07 2024,683,47,53,208,140,56,145,161,56
Mon Dec 02 20:58:07 2024,712,43,40,485,124,64,135,167,52
Mon Dec 02 20:58:07 2024,713,45,41,124,56,69,75,138,48
Mon Dec 02 20:58:07 2024,713,44,43,488,121,61,183,121,58
Mon Dec 02 20:58:07 2024,714,49,56,488,175,62,101,89,52
Mon Dec 02 20:58:07 2024,714,54,39,482,148,67,77,166,53
Mon Dec 02 20:58:07 2024,742,51,55,198,99,66,183,172,54
Mon Dec 02 20:58:07 2024,743,49,45,182,153,64,104,81,54
Mon Dec 02 20:58:07 2024,743,51,53,182,102,64,72,83,69
Mon Dec 02 20:58:07 2024,743,41,48,258,145,62,114,248,48
Mon Dec 02 20:58:07 2024,772,48,54,364,146,61,184,80,59
Mon Dec 02 20:58:07 2024,773,60,50,160,136,65,155,136,54
Mon Dec 02 20:58:07 2024,773,54,44,188,111,56,148,154,54
Mon Dec 02 20:58:07 2024,773,52,53,210,137,62,152,169,60
Mon Dec 02 20:58:07 2024,802,52,55,247,110,62,170,203,54
Mon Dec 02 20:58:07 2024,803,47,49,98,136,66,80,105,50
Mon Dec 02 20:58:07 2024,803,54,50,247,141,61,117,133,56
Mon Dec 02 20:58:07 2024,803,49,44,160,130,65,208,240,53
Mon Dec 02 20:58:07 2024,833,50,50,230,55,61,154,124,56
Mon Dec 02 20:58:07 2024,834,40,55,100,198,71,92,198,54
Mon Dec 02 20:58:07 2024,835,46,50,224,233,66,106,73,48
Mon Dec 02 20:58:07 2024,835,49,39,487,196,63,145,69,56
Mon Dec 02 20:58:07 2024,835,57,50,216,138,65,168,132,56
Mon Dec 02 20:58:07 2024,862,52,49,120,113,62,76,137,56
Mon Dec 02 20:58:07 2024,863,42,48,480,73,58,57,121,59
Mon Dec 02 20:58:07 2024,863,56,51,79,182,58,96,58,54
Mon Dec 02 20:58:07 2024,863,45,45,228,145,62,93,128,59
Mon Dec 02 20:58:07 2024,893,46,40,362,166,65,93,69,47
Mon Dec 02 20:58:07 2024,894,42,45,181,59,55,89,84,57
Mon Dec 02 20:58:07 2024,894,41,46,216,64,65,66,180,54
Mon Dec 02 20:58:07 2024,894,45,50,458,109,65,69,172,54
Mon Dec 02 20:58:07 2024,922,41,46,280,68,61,130,54,56
Mon Dec 02 20:58:07 2024,923,49,47,290,182,66,63,222,52
Mon Dec 02 20:58:07 2024,923,53,57,187,57,69,103,172,59
Mon Dec 02 20:58:07 2024,953,53,44,111,141,69,136,163,47
Mon Dec 02 20:58:07 2024,954,42,51,240,101,57,86,110,60
Mon Dec 02 20:58:07 2024,954,44,50,351,113,56,72,185,52
Mon Dec 02 20:58:07 2024,955,41,50,76,147,56,87,201,48
Mon Dec 02 20:58:07 2024,955,48,52,176,170,68,154,68,54
Mon Dec 02 20:58:07 2024,955,46,50,188,97,64,157,179,59
Mon Dec 02 20:58:07 2024,985,49,48,145,111,59,113,162,62
Mon Dec 02 20:58:07 2024,988,54,39,229,154,61,94,55,56
Mon Dec 02 20:58:07 2024,989,46,40,49,98,63,137,85,56
Mon Dec 02 20:58:07 2024,994,45,51,305,92,62,187,72,56
Mon Dec 02 20:58:08 2024,13,49,56,308,106,66,68,117,60
Mon Dec 02 20:58:08 2024,14,51,47,148,217,64,88,98,56
Mon Dec 02 20:58:08 2024,15,58,49,140,139,66,209,80,55
Mon Dec 02 20:58:08 2024,15,53,53,213,210,56,90,138,59
Mon Dec 02 20:58:08 2024,41,49,49,260,88,67,165,142,58
Mon Dec 02 20:58:08 2024,42,46,49,221,199,60,158,103,57
Mon Dec 02 20:58:08 2024,43,49,50,76,163,57,145,68,42
Mon Dec 02 20:58:08 2024,43,48,49,75,148,63,155,115,55
Mon Dec 02 20:58:08 2024,72,50,54,189,148,68,148,231,62
Mon Dec 02 20:58:08 2024,73,47,51,100,171,61,93,84,55
Mon Dec 02 20:58:08 2024,74,49,47,162,91,64,64,142,56
Mon Dec 02 20:58:08 2024,102,47,51,192,204,56,91,82,74
Mon Dec 02 20:58:08 2024,133,48,39,489,158,65,196,235,56
Mon Dec 02 20:58:08 2024,134,43,49,188,141,59,151,161,59
Mon Dec 02 20:58:08 2024,134,50,54,149,161,57,118,133,51
Mon Dec 02 20:58:08 2024,162,52,48,156,81,70,153,65,57
Mon Dec 02 20:58:08 2024,163,47,43,223,106,61,73,78,60
Mon Dec 02 20:58:08 2024,164,50,46,95,122,68,73,113,52
Mon Dec 02 20:58:08 2024,164,51,49,210,160,70,87,127,49
Mon Dec 02 20:58:08 2024,164,54,48,127,121,66,87,150,57
Mon Dec 02 20:58:08 2024,164,50,48,140,121,58,111,175,58
Mon Dec 02 20:58:08 2024,165,41,49,165,131,67,86,57,52
Mon Dec 02 20:58:08 2024,192,43,44,122,156,68,159,112,54
Mon Dec 02 20:58:08 2024,193,48,54,344,135,65,197,175,61
Mon Dec 02 20:58:08 2024,194,51,48,431,155,61,113,125,55
Mon Dec 02 20:58:08 2024,194,57,53,184,92,65,203,118,49
Mon Dec 02 20:58:08 2024,194,42,48,263,100,68,67,177,58
Mon Dec 02 20:58:08 2024,194,49,49,294,101,64,141,179,53
Mon Dec 02 20:58:08 2024,195,61,54,457,68,68,210,66,46
Mon Dec 02 20:58:08 2024,222,42,51,52,161,60,112,192,55
Mon Dec 02 20:58:08 2024,223,49,39,212,142,70,171,187,61
Mon Dec 02 20:58:08 2024,223,49,49,116,157,64,89,60,52
Mon Dec 02 20:58:08 2024,223,53,56,225,217,68,90,100,51
