Timestamp,Millis,Myo0,Myo1,Myo2,Myo3
Fri Nov 22 21:06:16 2024,395,545.933,81.833,232.467,574.800
Fri Nov 22 21:06:16 2024,400,545.600,81.000,229.800,573.800
Fri Nov 22 21:06:16 2024,405,545.267,80.167,227.133,572.800
Fri Nov 22 21:06:16 2024,410,544.933,79.333,224.467,571.800
Fri Nov 22 21:06:16 2024,415,544.600,78.500,221.800,570.800
Fri Nov 22 21:06:16 2024,420,544.267,77.667,219.133,569.800
Fri Nov 22 21:06:16 2024,425,582.000,80.000,230.000,585.000
Fri Nov 22 21:06:16 2024,430,571.222,99.889,233.111,578.111
Fri Nov 22 21:06:16 2024,435,571.593,99.704,236.630,578.296
Fri Nov 22 21:06:16 2024,440,571.963,99.519,240.148,578.481
Fri Nov 22 21:06:16 2024,445,572.333,99.333,243.667,578.667
Fri Nov 22 21:06:16 2024,450,572.704,99.148,247.185,578.852
Fri Nov 22 21:06:16 2024,455,583.000,78.000,238.000,585.000
Fri Nov 22 21:06:16 2024,460,583.517,76.621,239.379,582.241
Fri Nov 22 21:06:16 2024,465,584.034,75.241,240.759,579.483
Fri Nov 22 21:06:16 2024,470,584.552,73.862,242.138,576.724
Fri Nov 22 21:06:16 2024,475,585.069,72.483,243.517,573.966
Fri Nov 22 21:06:16 2024,480,585.586,71.103,244.897,571.207
Fri Nov 22 21:06:16 2024,485,599.000,81.000,243.000,575.000
Fri Nov 22 21:06:16 2024,490,605.400,79.000,251.240,577.440
Fri Nov 22 21:06:16 2024,495,606.400,79.000,251.840,576.040
Fri Nov 22 21:06:16 2024,500,607.400,79.000,252.440,574.640
Fri Nov 22 21:06:16 2024,505,608.400,79.000,253.040,573.240
Fri Nov 22 21:06:16 2024,510,609.400,79.000,253.640,571.840
Fri Nov 22 21:06:16 2024,515,615.000,83.000,257.000,586.000
Fri Nov 22 21:06:16 2024,520,674.519,83.185,253.222,607.556
Fri Nov 22 21:06:16 2024,525,675.815,81.148,253.778,606.444
Fri Nov 22 21:06:16 2024,530,677.111,79.111,254.333,605.333
Fri Nov 22 21:06:16 2024,535,678.407,77.074,254.889,604.222
Fri Nov 22 21:06:16 2024,540,679.704,75.037,255.444,603.111
Fri Nov 22 21:06:16 2024,545,681.000,73.000,256.000,602.000
Fri Nov 22 21:06:16 2024,550,668.429,81.429,258.429,609.571
Fri Nov 22 21:06:16 2024,555,670.214,80.714,257.714,612.786
Fri Nov 22 21:06:16 2024,560,672.000,80.000,257.000,616.000
Fri Nov 22 21:06:16 2024,565,673.786,79.286,256.286,619.214
Fri Nov 22 21:06:16 2024,570,675.571,78.571,255.571,622.429
Fri Nov 22 21:06:16 2024,575,655.000,80.000,246.000,636.000
Fri Nov 22 21:06:16 2024,580,656.464,83.036,263.250,630.929
Fri Nov 22 21:06:16 2024,585,655.571,81.429,262.000,629.143
Fri Nov 22 21:06:16 2024,590,654.679,79.821,260.750,627.357
Fri Nov 22 21:06:16 2024,595,653.786,78.214,259.500,625.571
Fri Nov 22 21:06:16 2024,600,652.893,76.607,258.250,623.786
Fri Nov 22 21:06:16 2024,605,652.000,75.000,257.000,622.000
Fri Nov 22 21:06:16 2024,610,627.185,77.444,254.593,605.852
Fri Nov 22 21:06:16 2024,615,628.667,78.000,255.333,600.667
Fri Nov 22 21:06:16 2024,620,630.148,78.556,256.074,595.481
Fri Nov 22 21:06:16 2024,625,631.630,79.111,256.815,590.296
Fri Nov 22 21:06:16 2024,630,633.111,79.667,257.556,585.111
Fri Nov 22 21:06:16 2024,635,650.483,82.000,247.690,588.759
Fri Nov 22 21:06:16 2024,640,652.897,82.000,246.138,587.552
Fri Nov 22 21:06:16 2024,645,655.310,82.000,244.586,586.345
Fri Nov 22 21:06:16 2024,650,657.724,82.000,243.034,585.138
Fri Nov 22 21:06:16 2024,655,660.138,82.000,241.483,583.931
Fri Nov 22 21:06:16 2024,660,662.552,82.000,239.931,582.724
Fri Nov 22 21:06:16 2024,665,712.000,85.000,252.000,582.000
Fri Nov 22 21:06:16 2024,670,696.040,83.680,256.520,620.080
Fri Nov 22 21:06:16 2024,675,693.640,82.880,255.320,620.280
Fri Nov 22 21:06:16 2024,680,691.240,82.080,254.120,620.480
Fri Nov 22 21:06:16 2024,685,688.840,81.280,252.920,620.680
Fri Nov 22 21:06:16 2024,690,686.440,80.480,251.720,620.880
Fri Nov 22 21:06:16 2024,695,657.258,84.968,251.516,623.548
Fri Nov 22 21:06:16 2024,700,658.548,84.806,249.097,626.290
Fri Nov 22 21:06:16 2024,705,659.839,84.645,246.677,629.032
Fri Nov 22 21:06:16 2024,710,661.129,84.484,244.258,631.774
Fri Nov 22 21:06:16 2024,715,662.419,84.323,241.839,634.516
Fri Nov 22 21:06:16 2024,720,663.710,84.161,239.419,637.258
Fri Nov 22 21:06:16 2024,725,665.000,84.000,237.000,640.000
Fri Nov 22 21:06:16 2024,730,638.259,77.741,245.593,619.852
Fri Nov 22 21:06:16 2024,735,637.333,83.667,246.333,619.667
Fri Nov 22 21:06:16 2024,740,636.407,89.593,247.074,619.481
Fri Nov 22 21:06:16 2024,745,635.481,95.519,247.815,619.296
Fri Nov 22 21:06:16 2024,750,634.556,101.444,248.556,619.111
Fri Nov 22 21:06:16 2024,755,605.000,84.000,209.000,588.000
Fri Nov 22 21:06:16 2024,760,598.769,78.462,177.000,560.231
Fri Nov 22 21:06:16 2024,765,595.692,77.115,177.000,558.308
Fri Nov 22 21:06:16 2024,770,592.615,75.769,177.000,556.385
Fri Nov 22 21:06:16 2024,775,589.538,74.423,177.000,554.462
Fri Nov 22 21:06:16 2024,780,586.462,73.077,177.000,552.538
Fri Nov 22 21:06:16 2024,785,617.000,82.000,197.000,548.000
Fri Nov 22 21:06:16 2024,790,617.167,80.667,197.000,550.500
Fri Nov 22 21:06:16 2024,795,617.333,79.333,197.000,553.000
Fri Nov 22 21:06:16 2024,800,617.500,78.000,197.000,555.500
Fri Nov 22 21:06:16 2024,805,617.667,76.667,197.000,558.000
Fri Nov 22 21:06:16 2024,810,617.833,75.333,197.000,560.500
Fri Nov 22 21:06:16 2024,815,618.000,74.000,197.000,563.000
Fri Nov 22 21:06:16 2024,820,631.571,80.571,217.571,561.143
Fri Nov 22 21:06:16 2024,825,627.286,80.036,217.036,563.821
Fri Nov 22 21:06:16 2024,830,623.000,79.500,216.500,566.500
Fri Nov 22 21:06:16 2024,835,618.714,78.964,215.964,569.179
Fri Nov 22 21:06:16 2024,840,614.429,78.429,215.429,571.857
Fri Nov 22 21:06:16 2024,845,594.000,92.000,215.000,563.000
Fri Nov 22 21:06:16 2024,850,587.148,84.815,223.852,550.963
Fri Nov 22 21:06:16 2024,855,587.333,83.333,223.667,554.667
Fri Nov 22 21:06:16 2024,860,587.519,81.852,223.481,558.370
Fri Nov 22 21:06:16 2024,865,587.704,80.370,223.296,562.074
Fri Nov 22 21:06:16 2024,870,587.889,78.889,223.111,565.778
Fri Nov 22 21:06:16 2024,875,571.000,79.000,219.000,556.000
Fri Nov 22 21:06:16 2024,880,567.429,79.893,217.393,558.321
Fri Nov 22 21:06:16 2024,885,563.857,80.786,215.786,560.643
Fri Nov 22 21:06:16 2024,890,560.286,81.679,214.179,562.964
Fri Nov 22 21:06:16 2024,895,556.714,82.571,212.571,565.286
Fri Nov 22 21:06:16 2024,900,553.143,83.464,210.964,567.607
Fri Nov 22 21:06:16 2024,905,538.786,92.786,200.071,573.464
Fri Nov 22 21:06:16 2024,910,537.714,91.714,200.429,570.786
