Timestamp,Millis,Myo0,Myo1,Myo2,Myo3
Fri Nov 22 19:34:57 2024,745,596.000,128.000,285.000,745.000
Fri Nov 22 19:34:57 2024,750,575.100,135.600,271.700,721.500
Fri Nov 22 19:34:57 2024,755,576.933,134.933,271.200,725.667
Fri Nov 22 19:34:57 2024,760,578.767,134.267,270.700,729.833
Fri Nov 22 19:34:57 2024,765,580.600,133.600,270.200,734.000
Fri Nov 22 19:34:57 2024,770,582.433,132.933,269.700,738.167
Fri Nov 22 19:34:57 2024,775,584.267,132.267,269.200,742.333
Fri Nov 22 19:34:57 2024,780,571.000,130.000,242.000,725.000
Fri Nov 22 19:34:57 2024,785,557.500,129.167,234.667,711.000
Fri Nov 22 19:34:57 2024,790,558.125,129.375,236.750,713.500
Fri Nov 22 19:34:57 2024,795,558.750,129.583,238.833,716.000
Fri Nov 22 19:34:57 2024,800,559.375,129.792,240.917,718.500
Fri Nov 22 19:34:57 2024,805,560.000,130.000,243.000,721.000
Fri Nov 22 19:34:57 2024,810,554.000,132.000,237.000,688.000
Fri Nov 22 19:34:57 2024,815,558.600,132.000,240.200,686.200
Fri Nov 22 19:34:57 2024,820,563.200,132.000,243.400,684.400
Fri Nov 22 19:34:57 2024,825,567.800,132.000,246.600,682.600
Fri Nov 22 19:34:57 2024,830,572.400,132.000,249.800,680.800
Fri Nov 22 19:34:57 2024,835,577.000,132.000,253.000,679.000
Fri Nov 22 19:34:57 2024,840,576.786,134.500,251.357,697.000
Fri Nov 22 19:34:57 2024,845,576.429,132.000,250.286,697.000
Fri Nov 22 19:34:57 2024,850,576.071,129.500,249.214,697.000
Fri Nov 22 19:34:57 2024,855,575.714,127.000,248.143,697.000
Fri Nov 22 19:34:57 2024,860,575.357,124.500,247.071,697.000
Fri Nov 22 19:34:57 2024,865,567.000,121.000,232.000,697.000
Fri Nov 22 19:34:57 2024,870,575.897,127.310,228.724,705.448
Fri Nov 22 19:34:57 2024,875,575.724,127.828,229.931,707.862
Fri Nov 22 19:34:57 2024,880,575.552,128.345,231.138,710.276
Fri Nov 22 19:34:57 2024,885,575.379,128.862,232.345,712.690
Fri Nov 22 19:34:57 2024,890,575.207,129.379,233.552,715.103
Fri Nov 22 19:34:57 2024,895,575.034,129.897,234.759,717.517
Fri Nov 22 19:34:57 2024,900,562.143,129.179,225.821,710.679
Fri Nov 22 19:34:57 2024,905,560.714,126.143,223.857,705.143
Fri Nov 22 19:34:57 2024,910,559.286,123.107,221.893,699.607
Fri Nov 22 19:34:57 2024,915,557.857,120.071,219.929,694.071
Fri Nov 22 19:34:57 2024,920,556.429,117.036,217.964,688.536
Fri Nov 22 19:34:57 2024,925,555.000,114.000,216.000,683.000
Fri Nov 22 19:34:57 2024,930,544.000,124.000,222.000,681.000
Fri Nov 22 19:34:57 2024,935,541.667,136.167,224.000,685.333
Fri Nov 22 19:34:57 2024,940,543.750,137.625,222.750,685.750
Fri Nov 22 19:34:57 2024,945,545.833,139.083,221.500,686.167
Fri Nov 22 19:34:57 2024,950,547.917,140.542,220.250,686.583
Fri Nov 22 19:34:57 2024,955,550.000,142.000,219.000,687.000
Fri Nov 22 19:34:57 2024,960,547.538,153.538,222.385,685.077
Fri Nov 22 19:34:57 2024,965,548.885,152.385,220.846,687.769
Fri Nov 22 19:34:57 2024,970,550.231,151.231,219.308,690.462
Fri Nov 22 19:34:57 2024,975,551.577,150.077,217.769,693.154
Fri Nov 22 19:34:57 2024,980,552.923,148.923,216.231,695.846
Fri Nov 22 19:34:57 2024,985,553.000,144.000,229.000,678.000
Fri Nov 22 19:34:57 2024,990,537.444,146.333,219.667,655.778
Fri Nov 22 19:34:57 2024,995,533.185,146.889,220.778,655.407
Fri Nov 22 19:34:58 2024,0,528.926,147.444,221.889,655.037
Fri Nov 22 19:34:58 2024,5,524.667,148.000,223.000,654.667
Fri Nov 22 19:34:58 2024,10,520.407,148.556,224.111,654.296
Fri Nov 22 19:34:58 2024,15,520.500,144.000,228.000,662.500
Fri Nov 22 19:34:58 2024,20,515.523,135.000,225.511,702.761
Fri Nov 22 19:34:58 2024,25,514.727,135.000,226.364,702.364
Fri Nov 22 19:34:58 2024,30,513.932,135.000,227.216,701.966
Fri Nov 22 19:34:58 2024,35,513.136,135.000,228.068,701.568
Fri Nov 22 19:34:58 2024,40,512.341,135.000,228.920,701.170
Fri Nov 22 19:34:58 2024,45,511.545,135.000,229.773,700.773
Fri Nov 22 19:34:58 2024,50,510.750,135.000,230.625,700.375
Fri Nov 22 19:34:58 2024,55,509.955,135.000,231.477,699.977
Fri Nov 22 19:34:58 2024,60,509.159,135.000,232.330,699.580
Fri Nov 22 19:34:58 2024,65,508.364,135.000,233.182,699.182
Fri Nov 22 19:34:58 2024,70,507.568,135.000,234.034,698.784
Fri Nov 22 19:34:58 2024,75,506.773,135.000,234.886,698.386
Fri Nov 22 19:34:58 2024,80,505.977,135.000,235.739,697.989
Fri Nov 22 19:34:58 2024,85,505.182,135.000,236.591,697.591
Fri Nov 22 19:34:58 2024,90,504.386,135.000,237.443,697.193
Fri Nov 22 19:34:58 2024,95,503.591,135.000,238.295,696.795
Fri Nov 22 19:34:58 2024,100,502.795,135.000,239.148,696.398
Fri Nov 22 19:34:58 2024,105,502.000,135.000,240.000,696.000
Fri Nov 22 19:34:58 2024,110,492.074,131.000,249.519,625.111
Fri Nov 22 19:34:58 2024,115,492.259,131.000,250.815,627.889
Fri Nov 22 19:34:58 2024,120,492.444,131.000,252.111,630.667
Fri Nov 22 19:34:58 2024,125,492.630,131.000,253.407,633.444
Fri Nov 22 19:34:58 2024,130,492.815,131.000,254.704,636.222
Fri Nov 22 19:34:58 2024,135,493.000,131.000,256.000,639.000
Fri Nov 22 19:34:58 2024,140,508.000,137.000,258.000,610.000
Fri Nov 22 19:34:58 2024,145,517.667,139.667,249.833,564.333
Fri Nov 22 19:34:58 2024,150,522.250,136.750,252.125,566.000
Fri Nov 22 19:34:58 2024,155,526.833,133.833,254.417,567.667
Fri Nov 22 19:34:58 2024,160,531.417,130.917,256.708,569.333
