Timestamp,Millis,Myo0,Myo1,Myo2,Myo3
Fri Nov 22 19:21:13 2024,80,669.448,186.586,237.241,712.241
Fri Nov 22 19:21:13 2024,85,666.690,189.517,238.448,713.448
Fri Nov 22 19:21:13 2024,90,663.931,192.448,239.655,714.655
Fri Nov 22 19:21:13 2024,95,661.172,195.379,240.862,715.862
Fri Nov 22 19:21:13 2024,100,658.414,198.310,242.069,717.069
Fri Nov 22 19:21:13 2024,105,655.655,201.241,243.276,718.276
Fri Nov 22 19:21:13 2024,110,651.000,192.000,230.000,722.000
Fri Nov 22 19:21:13 2024,115,652.111,190.889,232.037,718.296
Fri Nov 22 19:21:13 2024,120,653.222,189.778,234.074,714.593
Fri Nov 22 19:21:13 2024,125,654.333,188.667,236.111,710.889
Fri Nov 22 19:21:13 2024,130,655.444,187.556,238.148,707.185
Fri Nov 22 19:21:13 2024,135,656.556,186.444,240.185,703.481
Fri Nov 22 19:21:13 2024,140,608.000,187.000,243.000,694.000
Fri Nov 22 19:21:13 2024,145,565.385,181.615,256.846,662.923
Fri Nov 22 19:21:13 2024,150,562.115,182.385,256.654,661.577
Fri Nov 22 19:21:13 2024,155,558.846,183.154,256.462,660.231
Fri Nov 22 19:21:13 2024,160,555.577,183.923,256.269,658.885
Fri Nov 22 19:21:13 2024,165,552.308,184.692,256.077,657.538
Fri Nov 22 19:21:13 2024,170,541.000,192.000,248.000,585.000
Fri Nov 22 19:21:13 2024,175,541.556,190.704,250.593,586.296
Fri Nov 22 19:21:13 2024,180,542.111,189.407,253.185,587.593
Fri Nov 22 19:21:13 2024,185,542.667,188.111,255.778,588.889
Fri Nov 22 19:21:13 2024,190,543.222,186.815,258.370,590.185
Fri Nov 22 19:21:13 2024,195,543.778,185.519,260.963,591.481
Fri Nov 22 19:21:13 2024,200,532.000,197.000,260.000,559.000
Fri Nov 22 19:21:13 2024,205,533.481,195.333,260.741,556.963
Fri Nov 22 19:21:13 2024,210,534.963,193.667,261.481,554.926
Fri Nov 22 19:21:13 2024,215,536.444,192.000,262.222,552.889
Fri Nov 22 19:21:13 2024,220,537.926,190.333,262.963,550.852
Fri Nov 22 19:21:13 2024,225,539.407,188.667,263.704,548.815
Fri Nov 22 19:21:13 2024,230,534.000,192.000,250.500,564.000
Fri Nov 22 19:21:13 2024,235,533.160,184.760,246.080,565.800
