Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Thu Dec 05 12:45:26 2024,995,110.690,71.724,93.000,894.621,109.897,64.724,789.517,18.000
Thu Dec 05 12:45:27 2024,0,110.172,72.931,93.000,895.655,109.724,65.931,790.379,18.000
Thu Dec 05 12:45:27 2024,5,109.655,74.138,93.000,896.690,109.552,67.138,791.241,18.000
Thu Dec 05 12:45:27 2024,10,109.138,75.345,93.000,897.724,109.379,68.345,792.103,18.000
Thu Dec 05 12:45:27 2024,15,108.621,76.552,93.000,898.759,109.207,69.552,792.966,18.000
Thu Dec 05 12:45:27 2024,20,108.103,77.759,93.000,899.793,109.034,70.759,793.828,18.000
Thu Dec 05 12:45:27 2024,25,108.000,72.000,87.630,890.519,114.556,66.407,768.370,17.222
Thu Dec 05 12:45:27 2024,30,108.000,72.000,86.704,891.815,113.444,64.926,769.296,17.778
Thu Dec 05 12:45:27 2024,35,108.000,72.000,85.778,893.111,112.333,63.444,770.222,18.333
Thu Dec 05 12:45:27 2024,40,108.000,72.000,84.852,894.407,111.222,61.963,771.148,18.889
Thu Dec 05 12:45:27 2024,45,108.000,72.000,83.926,895.704,110.111,60.481,772.074,19.444
Thu Dec 05 12:45:27 2024,50,108.000,72.000,83.000,897.000,109.000,59.000,773.000,20.000
Thu Dec 05 12:45:27 2024,55,117.143,67.286,80.143,893.429,110.286,64.286,739.571,14.286
Thu Dec 05 12:45:27 2024,60,117.321,67.643,80.321,895.214,109.393,64.643,737.786,14.643
Thu Dec 05 12:45:27 2024,65,117.500,68.000,80.500,897.000,108.500,65.000,736.000,15.000
Thu Dec 05 12:45:27 2024,70,117.679,68.357,80.679,898.786,107.607,65.357,734.214,15.357
Thu Dec 05 12:45:27 2024,75,117.857,68.714,80.857,900.571,106.714,65.714,732.429,15.714
Thu Dec 05 12:45:27 2024,80,115.500,67.500,78.500,900.500,111.500,69.000,731.000,16.500
Thu Dec 05 12:45:27 2024,85,110.556,73.111,77.556,902.667,108.444,70.667,760.556,17.889
Thu Dec 05 12:45:27 2024,90,111.481,71.630,76.815,902.111,109.185,71.778,759.815,17.704
Thu Dec 05 12:45:27 2024,95,112.407,70.148,76.074,901.556,109.926,72.889,759.074,17.519
Thu Dec 05 12:45:27 2024,100,113.333,68.667,75.333,901.000,110.667,74.000,758.333,17.333
Thu Dec 05 12:45:27 2024,105,114.259,67.185,74.593,900.444,111.407,75.111,757.593,17.148
Thu Dec 05 12:45:27 2024,110,115.000,72.000,77.000,902.000,106.000,74.000,741.000,18.000
Thu Dec 05 12:45:27 2024,115,113.571,72.464,81.214,901.357,105.750,70.000,743.964,17.893
Thu Dec 05 12:45:27 2024,120,112.857,71.571,81.571,900.286,107.000,70.000,745.571,17.714
Thu Dec 05 12:45:27 2024,125,112.143,70.679,81.929,899.214,108.250,70.000,747.179,17.536
Thu Dec 05 12:45:27 2024,130,111.429,69.786,82.286,898.143,109.500,70.000,748.786,17.357
Thu Dec 05 12:45:27 2024,135,110.714,68.893,82.643,897.071,110.750,70.000,750.393,17.179
Thu Dec 05 12:45:27 2024,140,110.000,68.000,83.000,896.000,112.000,70.000,752.000,17.000
Thu Dec 05 12:45:27 2024,145,113.333,71.733,90.667,898.467,106.667,66.933,786.400,16.267
Thu Dec 05 12:45:27 2024,150,112.500,71.400,91.500,897.800,107.500,65.600,786.900,16.600
Thu Dec 05 12:45:27 2024,155,111.667,71.067,92.333,897.133,108.333,64.267,787.400,16.933
Thu Dec 05 12:45:27 2024,160,110.833,70.733,93.167,896.467,109.167,62.933,787.900,17.267
Thu Dec 05 12:45:27 2024,165,110.000,70.400,94.000,895.800,110.000,61.600,788.400,17.600
Thu Dec 05 12:45:27 2024,170,109.167,70.067,94.833,895.133,110.833,60.267,788.900,17.933
Thu Dec 05 12:45:27 2024,175,110.929,72.750,91.750,902.964,116.750,65.929,780.500,19.893
Thu Dec 05 12:45:27 2024,180,110.750,72.125,91.125,902.875,116.125,65.750,779.250,19.625
Thu Dec 05 12:45:27 2024,185,110.571,71.500,90.500,902.786,115.500,65.571,778.000,19.357
Thu Dec 05 12:45:27 2024,190,110.393,70.875,89.875,902.696,114.875,65.393,776.750,19.089
