Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Thu Dec 05 12:51:15 2024,900,148.931,65.276,126.172,221.276,153.103,195.552,883.483,16.000
Thu Dec 05 12:51:15 2024,905,169.295,59.932,119.693,225.966,146.966,206.773,878.455,15.932
Thu Dec 05 12:51:15 2024,910,171.455,59.818,119.182,225.909,146.909,204.727,877.545,15.818
Thu Dec 05 12:51:15 2024,915,173.614,59.705,118.670,225.852,146.852,202.682,876.636,15.705
Thu Dec 05 12:51:15 2024,920,175.773,59.591,118.159,225.795,146.795,200.636,875.727,15.591
Thu Dec 05 12:51:15 2024,925,177.932,59.477,117.648,225.739,146.739,198.591,874.818,15.477
Thu Dec 05 12:51:15 2024,930,180.091,59.364,117.136,225.682,146.682,196.545,873.909,15.364
Thu Dec 05 12:51:15 2024,935,182.250,59.250,116.625,225.625,146.625,194.500,873.000,15.250
Thu Dec 05 12:51:15 2024,940,184.409,59.136,116.114,225.568,146.568,192.455,872.091,15.136
Thu Dec 05 12:51:15 2024,945,186.568,59.023,115.602,225.511,146.511,190.409,871.182,15.023
Thu Dec 05 12:51:15 2024,950,188.727,58.909,115.091,225.455,146.455,188.364,870.273,14.909
Thu Dec 05 12:51:15 2024,955,190.886,58.795,114.580,225.398,146.398,186.318,869.364,14.795
Thu Dec 05 12:51:15 2024,960,193.045,58.682,114.068,225.341,146.341,184.273,868.455,14.682
Thu Dec 05 12:51:15 2024,965,195.205,58.568,113.557,225.284,146.284,182.227,867.545,14.568
Thu Dec 05 12:51:15 2024,970,197.364,58.455,113.045,225.227,146.227,180.182,866.636,14.455
Thu Dec 05 12:51:15 2024,975,199.523,58.341,112.534,225.170,146.170,178.136,865.727,14.341
Thu Dec 05 12:51:15 2024,980,201.682,58.227,112.023,225.114,146.114,176.091,864.818,14.227
Thu Dec 05 12:51:15 2024,985,203.841,58.114,111.511,225.057,146.057,174.045,863.909,14.114
Thu Dec 05 12:51:15 2024,990,206.000,58.000,111.000,225.000,146.000,172.000,863.000,14.000
Thu Dec 05 12:51:15 2024,995,218.500,65.500,106.000,224.000,133.500,136.500,781.500,15.500
Thu Dec 05 12:51:16 2024,0,220.250,66.625,116.375,225.625,113.875,113.250,786.500,16.750
Thu Dec 05 12:51:16 2024,5,220.667,66.000,117.000,223.333,112.000,113.667,787.333,16.333
Thu Dec 05 12:51:16 2024,10,221.083,65.375,117.625,221.042,110.125,114.083,788.167,15.917
Thu Dec 05 12:51:16 2024,15,221.500,64.750,118.250,218.750,108.250,114.500,789.000,15.500
Thu Dec 05 12:51:16 2024,20,221.917,64.125,118.875,216.458,106.375,114.917,789.833,15.083
Thu Dec 05 12:51:16 2024,25,200.741,53.815,87.444,221.074,141.815,97.815,843.259,14.074
Thu Dec 05 12:51:16 2024,30,199.444,52.889,89.667,221.444,140.889,96.889,839.556,14.444
Thu Dec 05 12:51:16 2024,35,198.148,51.963,91.889,221.815,139.963,95.963,835.852,14.815
Thu Dec 05 12:51:16 2024,40,196.852,51.037,94.111,222.185,139.037,95.037,832.148,15.185
Thu Dec 05 12:51:16 2024,45,195.556,50.111,96.333,222.556,138.111,94.111,828.444,15.556
