Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Thu Dec 05 12:48:46 2024,80,175.828,85.621,172.483,149.414,191.103,30.517,684.310,15.897
Thu Dec 05 12:48:46 2024,85,177.207,86.655,171.621,150.103,191.276,31.379,684.828,15.724
Thu Dec 05 12:48:46 2024,90,178.586,87.690,170.759,150.793,191.448,32.241,685.345,15.552
Thu Dec 05 12:48:46 2024,95,179.966,88.724,169.897,151.483,191.621,33.103,685.862,15.379
Thu Dec 05 12:48:46 2024,100,181.345,89.759,169.034,152.172,191.793,33.966,686.379,15.207
Thu Dec 05 12:48:46 2024,105,182.724,90.793,168.172,152.862,191.966,34.828,686.897,15.034
Thu Dec 05 12:48:46 2024,110,185.276,89.207,166.897,154.897,174.759,33.483,678.897,12.414
Thu Dec 05 12:48:46 2024,115,184.069,89.552,166.724,154.724,177.690,32.621,678.724,13.103
Thu Dec 05 12:48:46 2024,120,182.862,89.897,166.552,154.552,180.621,31.759,678.552,13.793
Thu Dec 05 12:48:46 2024,125,181.655,90.241,166.379,154.379,183.552,30.897,678.379,14.483
Thu Dec 05 12:48:46 2024,130,180.448,90.586,166.207,154.207,186.483,30.034,678.207,15.172
Thu Dec 05 12:48:46 2024,135,179.241,90.931,166.034,154.034,189.414,29.172,678.034,15.862
Thu Dec 05 12:48:46 2024,140,187.586,91.690,177.034,160.483,199.276,31.586,687.897,13.897
Thu Dec 05 12:48:46 2024,145,186.897,91.172,178.759,159.621,198.069,30.897,692.724,13.724
Thu Dec 05 12:48:46 2024,150,186.207,90.655,180.483,158.759,196.862,30.207,697.552,13.552
Thu Dec 05 12:48:46 2024,155,185.517,90.138,182.207,157.897,195.655,29.517,702.379,13.379
Thu Dec 05 12:48:46 2024,160,184.828,89.621,183.931,157.034,194.448,28.828,707.207,13.207
Thu Dec 05 12:48:46 2024,165,184.138,89.103,185.655,156.172,193.241,28.138,712.034,13.034
Thu Dec 05 12:48:46 2024,170,186.370,87.222,192.556,161.000,222.370,27.222,743.741,18.778
Thu Dec 05 12:48:46 2024,175,187.296,87.778,191.444,161.000,218.296,27.778,740.593,18.222
Thu Dec 05 12:48:46 2024,180,188.222,88.333,190.333,161.000,214.222,28.333,737.444,17.667
Thu Dec 05 12:48:46 2024,185,189.148,88.889,189.222,161.000,210.148,28.889,734.296,17.111
Thu Dec 05 12:48:46 2024,190,190.074,89.444,188.111,161.000,206.074,29.444,731.148,16.556
Thu Dec 05 12:48:46 2024,195,191.000,90.000,187.000,161.000,202.000,30.000,728.000,16.000
Thu Dec 05 12:48:46 2024,200,185.000,89.000,210.000,157.000,224.000,31.000,721.000,15.000
Thu Dec 05 12:48:46 2024,205,181.615,88.385,214.385,153.846,248.615,38.615,724.231,15.000
Thu Dec 05 12:48:46 2024,210,182.385,87.615,216.115,153.654,254.385,36.885,723.269,15.000
Thu Dec 05 12:48:46 2024,215,183.154,86.846,217.846,153.462,260.154,35.154,722.308,15.000
Thu Dec 05 12:48:46 2024,220,183.923,86.077,219.577,153.269,265.923,33.423,721.346,15.000
Thu Dec 05 12:48:46 2024,225,184.692,85.308,221.308,153.077,271.692,31.692,720.385,15.000
Thu Dec 05 12:48:46 2024,230,183.138,77.345,223.241,154.138,297.448,30.138,719.483,14.655
Thu Dec 05 12:48:46 2024,235,183.483,78.207,221.345,154.483,296.069,30.483,720.690,13.793
Thu Dec 05 12:48:46 2024,240,183.828,79.069,219.448,154.828,294.690,30.828,721.897,12.931
Thu Dec 05 12:48:46 2024,245,184.172,79.931,217.552,155.172,293.310,31.172,723.103,12.069
Thu Dec 05 12:48:46 2024,250,184.517,80.793,215.655,155.517,291.931,31.517,724.310,11.207
Thu Dec 05 12:48:46 2024,255,184.862,81.655,213.759,155.862,290.552,31.862,725.517,10.345
Thu Dec 05 12:48:46 2024,260,178.931,83.069,208.103,149.414,278.724,30.000,704.655,14.138
Thu Dec 05 12:48:46 2024,265,178.759,83.241,205.862,150.448,273.034,30.000,703.793,14.483
Thu Dec 05 12:48:46 2024,270,178.586,83.414,203.621,151.483,267.345,30.000,702.931,14.828
Thu Dec 05 12:48:46 2024,275,178.414,83.586,201.379,152.517,261.655,30.000,702.069,15.172
Thu Dec 05 12:48:46 2024,280,178.241,83.759,199.138,153.552,255.966,30.000,701.207,15.517
Thu Dec 05 12:48:46 2024,285,178.069,83.931,196.897,154.586,250.276,30.000,700.345,15.862
Thu Dec 05 12:48:46 2024,290,180.889,80.037,200.926,161.037,242.778,32.926,713.074,15.963
Thu Dec 05 12:48:46 2024,295,180.333,80.222,200.556,161.222,241.667,32.556,713.444,15.778
Thu Dec 05 12:48:46 2024,300,179.778,80.407,200.185,161.407,240.556,32.185,713.815,15.593
Thu Dec 05 12:48:46 2024,305,179.222,80.593,199.815,161.593,239.444,31.815,714.185,15.407
Thu Dec 05 12:48:46 2024,310,178.667,80.778,199.444,161.778,238.333,31.444,714.556,15.222
Thu Dec 05 12:48:46 2024,315,178.111,80.963,199.074,161.963,237.222,31.074,714.926,15.037
Thu Dec 05 12:48:46 2024,320,178.778,73.704,230.259,158.852,297.963,31.926,713.444,16.593
Thu Dec 05 12:48:46 2024,325,178.222,72.963,228.407,158.481,305.370,31.741,714.556,18.074
Thu Dec 05 12:48:46 2024,330,177.667,72.222,226.556,158.111,312.778,31.556,715.667,19.556
Thu Dec 05 12:48:46 2024,335,177.111,71.481,224.704,157.741,320.185,31.370,716.778,21.037
Thu Dec 05 12:48:46 2024,340,176.556,70.741,222.852,157.370,327.593,31.185,717.889,22.519
Thu Dec 05 12:48:46 2024,345,176.000,70.000,221.000,157.000,335.000,31.000,719.000,24.000
Thu Dec 05 12:48:46 2024,350,180.871,87.935,223.581,153.516,324.355,30.871,704.452,14.129
Thu Dec 05 12:48:46 2024,355,180.710,85.355,221.806,154.161,313.548,30.710,697.516,14.290
Thu Dec 05 12:48:46 2024,360,180.548,82.774,220.032,154.806,302.742,30.548,690.581,14.452
Thu Dec 05 12:48:46 2024,365,180.387,80.194,218.258,155.452,291.935,30.387,683.645,14.613
Thu Dec 05 12:48:46 2024,370,180.226,77.613,216.484,156.097,281.129,30.226,676.710,14.774
Thu Dec 05 12:48:46 2024,375,180.065,75.032,214.710,156.742,270.323,30.065,669.774,14.935
Thu Dec 05 12:48:46 2024,380,169.857,73.000,211.714,160.857,327.857,29.857,668.000,14.929
Thu Dec 05 12:48:46 2024,385,172.000,73.000,211.000,160.500,337.500,29.500,665.500,14.750
Thu Dec 05 12:48:46 2024,390,174.143,73.000,210.286,160.143,347.143,29.143,663.000,14.571
Thu Dec 05 12:48:46 2024,395,176.286,73.000,209.571,159.786,356.786,28.786,660.500,14.393
