Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Thu Dec 05 12:42:47 2024,567,109,50,76,217,154,105,897,16
Thu Dec 05 12:42:47 2024,568,115,50,80,216,156,104,883,14
Thu Dec 05 12:42:47 2024,572,118,53,74,215,144,105,888,16
Thu Dec 05 12:42:47 2024,572,117,56,83,213,159,113,875,17
Thu Dec 05 12:42:47 2024,597,112,55,76,204,156,120,882,19
Thu Dec 05 12:42:47 2024,598,114,52,81,223,150,115,895,18
Thu Dec 05 12:42:47 2024,598,113,58,79,226,159,111,898,16
Thu Dec 05 12:42:47 2024,598,118,58,78,224,150,112,901,17
Thu Dec 05 12:42:47 2024,627,116,56,72,220,140,105,901,15
Thu Dec 05 12:42:47 2024,628,115,54,77,217,150,110,899,15
Thu Dec 05 12:42:47 2024,629,116,57,81,213,144,105,903,12
Thu Dec 05 12:42:47 2024,629,114,56,74,215,150,127,905,14
Thu Dec 05 12:42:47 2024,657,118,62,77,208,143,96,902,18
Thu Dec 05 12:42:47 2024,658,118,59,73,218,144,101,898,16
Thu Dec 05 12:42:47 2024,658,123,56,79,213,146,97,907,16
Thu Dec 05 12:42:47 2024,659,124,58,82,211,143,94,895,17
Thu Dec 05 12:42:47 2024,686,124,61,72,214,145,94,906,15
Thu Dec 05 12:42:47 2024,687,122,57,74,212,162,115,901,15
Thu Dec 05 12:42:47 2024,687,124,63,79,207,144,91,906,15
Thu Dec 05 12:42:47 2024,688,133,61,75,205,151,87,907,15
Thu Dec 05 12:42:47 2024,689,126,63,72,233,149,83,897,14
Thu Dec 05 12:42:47 2024,717,137,68,78,210,151,81,904,15
Thu Dec 05 12:42:47 2024,718,137,69,76,215,156,79,903,14
Thu Dec 05 12:42:47 2024,718,137,75,70,218,160,81,906,18
Thu Dec 05 12:42:47 2024,746,140,68,73,218,155,77,898,17
Thu Dec 05 12:42:47 2024,747,142,74,73,221,157,70,896,17
Thu Dec 05 12:42:47 2024,747,157,81,77,216,160,87,903,16
Thu Dec 05 12:42:47 2024,776,146,73,75,210,149,61,880,14
Thu Dec 05 12:42:47 2024,777,156,84,75,210,152,57,873,16
Thu Dec 05 12:42:47 2024,777,155,87,76,205,154,52,878,16
Thu Dec 05 12:42:47 2024,778,150,88,73,204,157,46,896,17
Thu Dec 05 12:42:47 2024,779,151,97,78,224,156,46,894,22
Thu Dec 05 12:42:47 2024,779,150,99,71,230,157,44,905,16
Thu Dec 05 12:42:47 2024,807,155,101,77,227,152,42,897,15
Thu Dec 05 12:42:47 2024,808,173,103,72,225,150,41,896,19
Thu Dec 05 12:42:47 2024,808,179,102,77,219,159,35,905,14
Thu Dec 05 12:42:47 2024,809,176,94,74,237,150,39,903,17
Thu Dec 05 12:42:47 2024,866,175,92,76,238,170,38,899,14
Thu Dec 05 12:42:47 2024,867,173,93,74,236,159,33,901,13
Thu Dec 05 12:42:47 2024,867,166,91,76,236,164,39,901,16
Thu Dec 05 12:42:47 2024,869,169,90,72,226,165,37,898,15
Thu Dec 05 12:42:47 2024,869,167,94,67,244,151,37,902,15
Thu Dec 05 12:42:47 2024,869,158,94,68,233,158,39,907,16
Thu Dec 05 12:42:47 2024,870,152,93,63,233,162,38,905,13
Thu Dec 05 12:42:47 2024,871,158,82,65,236,153,39,902,14
Thu Dec 05 12:42:47 2024,873,153,81,65,233,162,38,903,17
Thu Dec 05 12:42:47 2024,897,161,80,63,235,159,45,903,16
Thu Dec 05 12:42:47 2024,898,167,78,67,227,154,52,903,19
Thu Dec 05 12:42:47 2024,898,162,81,61,228,152,57,906,16
