Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Thu Dec 05 12:48:46 2024,76,175,93,185,147,234,27,663,13
Thu Dec 05 12:48:46 2024,77,177,85,173,142,208,30,663,17
Thu Dec 05 12:48:46 2024,77,175,85,173,149,191,30,684,16
Thu Dec 05 12:48:46 2024,106,183,91,168,153,192,35,687,15
Thu Dec 05 12:48:46 2024,107,176,90,164,155,191,31,689,12
Thu Dec 05 12:48:46 2024,107,186,89,167,155,173,34,679,12
Thu Dec 05 12:48:46 2024,136,179,91,166,154,190,29,678,16
Thu Dec 05 12:48:46 2024,137,182,91,173,156,176,33,675,15
Thu Dec 05 12:48:46 2024,137,188,92,176,161,200,32,685,14
Thu Dec 05 12:48:46 2024,166,184,89,186,156,193,28,713,13
Thu Dec 05 12:48:46 2024,168,196,91,185,164,225,32,698,15
Thu Dec 05 12:48:46 2024,168,186,87,193,161,224,27,745,19
Thu Dec 05 12:48:46 2024,195,191,90,187,161,202,30,728,16
Thu Dec 05 12:48:46 2024,196,187,88,183,176,231,29,726,15
Thu Dec 05 12:48:46 2024,197,187,88,196,164,212,32,709,15
Thu Dec 05 12:48:46 2024,199,191,88,197,162,196,29,697,20
Thu Dec 05 12:48:46 2024,199,189,90,199,161,198,28,716,19
Thu Dec 05 12:48:46 2024,199,193,84,207,157,208,38,726,15
Thu Dec 05 12:48:46 2024,200,185,89,210,157,224,31,721,15
Thu Dec 05 12:48:46 2024,201,189,90,214,148,239,28,721,15
Thu Dec 05 12:48:46 2024,201,181,89,213,154,244,40,725,15
Thu Dec 05 12:48:46 2024,227,185,85,222,153,274,31,720,15
Thu Dec 05 12:48:46 2024,227,189,87,220,153,292,30,718,14
Thu Dec 05 12:48:46 2024,228,183,77,224,154,298,30,719,15
Thu Dec 05 12:48:46 2024,257,185,82,213,156,290,32,726,10
Thu Dec 05 12:48:46 2024,258,184,79,210,148,287,27,712,16
Thu Dec 05 12:48:46 2024,258,179,83,209,149,281,30,705,14
Thu Dec 05 12:48:46 2024,258,180,83,195,150,260,30,713,14
Thu Dec 05 12:48:46 2024,258,173,81,206,153,264,34,701,16
Thu Dec 05 12:48:46 2024,287,178,84,196,155,248,30,700,16
Thu Dec 05 12:48:46 2024,288,174,84,191,163,239,29,703,14
Thu Dec 05 12:48:46 2024,288,182,82,196,165,235,31,718,18
Thu Dec 05 12:48:46 2024,289,181,80,201,161,243,33,713,16
Thu Dec 05 12:48:46 2024,316,178,81,199,162,237,31,715,15
Thu Dec 05 12:48:46 2024,318,179,76,206,164,248,28,711,15
Thu Dec 05 12:48:46 2024,318,175,74,217,161,268,26,716,12
Thu Dec 05 12:48:46 2024,318,179,74,231,159,295,32,713,16
Thu Dec 05 12:48:46 2024,345,176,70,221,157,335,31,719,24
Thu Dec 05 12:48:46 2024,346,181,90,225,153,333,31,710,14
Thu Dec 05 12:48:46 2024,346,176,75,217,162,305,31,683,16
Thu Dec 05 12:48:46 2024,377,180,74,214,157,266,30,667,15
