Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Thu Dec 05 12:35:58 2024,539,186,96,65,903,142,120,789,16
Thu Dec 05 12:35:58 2024,540,185,96,68,890,145,124,786,16
Thu Dec 05 12:35:58 2024,540,182,99,69,892,150,124,776,17
Thu Dec 05 12:35:58 2024,570,180,103,68,902,141,122,769,18
Thu Dec 05 12:35:58 2024,570,180,109,62,896,152,126,782,16
Thu Dec 05 12:35:58 2024,571,172,103,72,894,153,121,785,20
Thu Dec 05 12:35:58 2024,571,181,98,69,895,149,114,816,15
Thu Dec 05 12:35:58 2024,598,178,104,64,902,158,109,791,16
Thu Dec 05 12:35:58 2024,599,184,108,77,898,149,109,804,14
Thu Dec 05 12:35:58 2024,600,179,105,84,900,156,104,798,17
Thu Dec 05 12:35:58 2024,600,177,104,86,892,156,97,791,20
Thu Dec 05 12:35:58 2024,628,177,104,77,903,152,112,762,15
Thu Dec 05 12:35:58 2024,629,171,93,78,904,150,108,758,16
Thu Dec 05 12:35:58 2024,629,174,99,85,900,147,103,763,15
Thu Dec 05 12:35:58 2024,658,177,94,88,900,147,101,749,14
Thu Dec 05 12:35:58 2024,660,172,98,88,900,141,102,758,21
Thu Dec 05 12:35:58 2024,660,166,90,90,899,149,94,767,18
Thu Dec 05 12:35:58 2024,661,160,89,99,897,143,99,796,16
Thu Dec 05 12:35:58 2024,661,166,84,84,890,140,97,810,17
Thu Dec 05 12:35:58 2024,661,154,74,85,899,142,96,791,14
Thu Dec 05 12:35:58 2024,689,164,75,84,901,145,90,769,18
Thu Dec 05 12:35:58 2024,690,162,72,84,892,142,94,777,16
Thu Dec 05 12:35:58 2024,690,161,74,79,899,145,97,790,16
Thu Dec 05 12:35:58 2024,718,160,75,82,901,141,97,832,18
Thu Dec 05 12:35:58 2024,719,162,80,81,902,149,94,834,17
Thu Dec 05 12:35:58 2024,719,170,80,73,901,147,96,822,14
Thu Dec 05 12:35:58 2024,748,160,74,77,903,140,88,789,16
Thu Dec 05 12:35:58 2024,749,163,80,96,898,144,89,821,18
Thu Dec 05 12:35:58 2024,750,168,68,80,894,142,84,810,14
Thu Dec 05 12:35:58 2024,752,164,69,79,890,140,84,797,21
Thu Dec 05 12:35:58 2024,752,166,79,73,897,151,84,777,13
Thu Dec 05 12:35:58 2024,752,157,76,72,899,144,85,792,23
Thu Dec 05 12:35:58 2024,753,164,79,77,897,155,80,794,17
Thu Dec 05 12:35:58 2024,779,171,82,74,902,167,84,787,17
Thu Dec 05 12:35:58 2024,780,174,91,73,898,158,75,782,20
Thu Dec 05 12:35:58 2024,780,183,92,75,903,181,71,791,15
Thu Dec 05 12:35:58 2024,808,169,97,77,892,190,64,786,22
Thu Dec 05 12:35:58 2024,810,172,103,78,897,170,61,781,15
Thu Dec 05 12:35:58 2024,810,164,110,74,901,175,57,750,15
Thu Dec 05 12:35:58 2024,811,177,117,75,893,170,48,736,16
Thu Dec 05 12:35:58 2024,811,192,119,70,903,161,50,733,19
Thu Dec 05 12:35:58 2024,840,192,122,72,891,162,46,753,17
Thu Dec 05 12:35:58 2024,842,192,126,75,901,163,45,750,20
Thu Dec 05 12:35:58 2024,842,194,129,79,895,170,48,758,14
Thu Dec 05 12:35:58 2024,843,207,141,76,900,153,57,747,17
Thu Dec 05 12:35:58 2024,870,196,145,72,896,157,58,770,18
Thu Dec 05 12:35:58 2024,871,207,150,78,892,155,74,761,18
Thu Dec 05 12:35:58 2024,872,204,157,94,901,148,78,768,42
Thu Dec 05 12:35:58 2024,898,209,159,78,899,152,83,781,20
Thu Dec 05 12:35:58 2024,899,212,169,82,895,161,95,799,16
Thu Dec 05 12:35:58 2024,900,202,174,90,897,155,96,831,15
Thu Dec 05 12:35:58 2024,901,208,193,88,899,157,105,827,14
Thu Dec 05 12:35:58 2024,901,213,175,83,900,160,88,830,14
Thu Dec 05 12:35:58 2024,903,228,175,82,894,158,91,839,17
Thu Dec 05 12:35:58 2024,929,210,181,76,900,162,91,862,19
Thu Dec 05 12:35:58 2024,930,208,186,74,896,152,96,829,18
Thu Dec 05 12:35:58 2024,930,197,190,78,897,161,89,835,19
Thu Dec 05 12:35:58 2024,930,211,188,73,902,169,93,831,18
Thu Dec 05 12:35:58 2024,958,216,187,75,897,156,102,832,18
Thu Dec 05 12:35:58 2024,959,202,182,78,898,156,101,829,20
Thu Dec 05 12:35:58 2024,960,208,183,73,896,155,114,827,15
Thu Dec 05 12:35:58 2024,961,202,186,77,894,143,122,896,18
Thu Dec 05 12:35:58 2024,989,202,181,78,890,157,127,878,16
Thu Dec 05 12:35:58 2024,990,196,185,75,892,145,131,872,17
Thu Dec 05 12:35:58 2024,990,192,188,77,901,155,132,853,16
Thu Dec 05 12:35:58 2024,991,196,182,74,894,148,127,850,17
Thu Dec 05 12:35:59 2024,19,189,179,66,897,146,121,839,15
Thu Dec 05 12:35:59 2024,20,205,178,75,897,150,126,836,15
Thu Dec 05 12:35:59 2024,20,201,180,80,895,146,126,826,15
Thu Dec 05 12:35:59 2024,48,195,178,76,900,151,121,827,17
Thu Dec 05 12:35:59 2024,49,208,167,79,900,154,118,805,17
Thu Dec 05 12:35:59 2024,50,197,165,75,902,149,113,784,18
Thu Dec 05 12:35:59 2024,51,212,151,73,893,150,117,802,14
Thu Dec 05 12:35:59 2024,51,205,144,70,901,155,124,799,18
Thu Dec 05 12:35:59 2024,51,202,132,75,892,150,116,809,17
Thu Dec 05 12:35:59 2024,79,213,124,73,901,178,117,792,17
Thu Dec 05 12:35:59 2024,80,204,119,66,902,169,123,805,23
Thu Dec 05 12:35:59 2024,80,198,112,64,898,161,127,819,14
Thu Dec 05 12:35:59 2024,80,197,104,68,895,170,125,832,18
Thu Dec 05 12:35:59 2024,108,189,95,71,897,164,122,846,17
Thu Dec 05 12:35:59 2024,109,188,92,67,898,163,136,844,15
Thu Dec 05 12:35:59 2024,110,181,85,71,892,184,137,833,18
Thu Dec 05 12:35:59 2024,139,178,90,71,890,165,133,831,15
Thu Dec 05 12:35:59 2024,140,174,78,88,901,179,132,840,17
Thu Dec 05 12:35:59 2024,140,176,78,71,898,167,130,841,18
Thu Dec 05 12:35:59 2024,141,166,76,67,901,170,123,848,17
Thu Dec 05 12:35:59 2024,141,174,72,73,892,169,118,840,17
Thu Dec 05 12:35:59 2024,142,165,73,63,903,162,117,831,16
Thu Dec 05 12:35:59 2024,169,168,77,69,900,158,112,824,17
Thu Dec 05 12:35:59 2024,170,165,67,72,897,152,114,816,17
Thu Dec 05 12:35:59 2024,170,166,73,68,897,150,112,812,17
Thu Dec 05 12:35:59 2024,170,160,74,70,901,147,112,816,19
Thu Dec 05 12:35:59 2024,199,151,67,68,893,150,114,791,17
Thu Dec 05 12:35:59 2024,200,162,71,62,894,142,112,775,20
Thu Dec 05 12:35:59 2024,200,157,73,66,891,148,123,791,17
Thu Dec 05 12:35:59 2024,200,160,68,61,898,144,116,796,17
Thu Dec 05 12:35:59 2024,228,154,73,64,909,162,121,793,15
Thu Dec 05 12:35:59 2024,229,157,68,65,898,158,111,801,17
Thu Dec 05 12:35:59 2024,229,156,80,69,891,153,113,803,16
Thu Dec 05 12:35:59 2024,230,148,90,70,896,146,113,793,18
Thu Dec 05 12:35:59 2024,258,157,78,70,893,143,112,794,15
Thu Dec 05 12:35:59 2024,260,152,83,76,898,145,111,776,20
Thu Dec 05 12:35:59 2024,260,156,85,62,903,144,113,758,17
Thu Dec 05 12:35:59 2024,288,154,87,61,898,145,120,771,17
Thu Dec 05 12:35:59 2024,290,150,83,69,898,147,110,794,17
Thu Dec 05 12:35:59 2024,290,153,90,64,896,145,113,786,17
Thu Dec 05 12:35:59 2024,291,154,87,64,898,141,113,800,17
Thu Dec 05 12:35:59 2024,291,160,87,70,895,145,115,796,14
Thu Dec 05 12:35:59 2024,292,157,81,65,897,135,124,766,17
Thu Dec 05 12:35:59 2024,319,154,81,66,899,139,123,748,26
Thu Dec 05 12:35:59 2024,348,154,81,65,895,139,120,744,16
Thu Dec 05 12:35:59 2024,349,151,73,67,894,140,124,752,14
Thu Dec 05 12:35:59 2024,349,158,81,66,900,140,115,717,16
Thu Dec 05 12:35:59 2024,409,161,77,67,894,149,110,729,15
Thu Dec 05 12:35:59 2024,410,167,80,72,899,144,108,744,13
Thu Dec 05 12:35:59 2024,410,169,81,66,901,153,108,772,17
Thu Dec 05 12:35:59 2024,411,167,81,70,894,148,105,767,17
Thu Dec 05 12:35:59 2024,441,171,78,72,920,164,104,788,14
Thu Dec 05 12:35:59 2024,442,165,87,73,896,157,107,808,13
Thu Dec 05 12:35:59 2024,442,175,86,73,895,176,104,821,18
Thu Dec 05 12:35:59 2024,443,172,94,75,892,197,100,815,35
Thu Dec 05 12:35:59 2024,444,182,96,74,897,188,92,810,13
Thu Dec 05 12:35:59 2024,444,168,100,68,894,204,96,811,17
Thu Dec 05 12:35:59 2024,444,166,99,74,899,210,93,782,17
Thu Dec 05 12:35:59 2024,444,182,114,72,891,187,112,773,17
Thu Dec 05 12:35:59 2024,445,180,108,73,899,184,110,787,17
Thu Dec 05 12:35:59 2024,445,183,113,77,895,187,111,786,17
Thu Dec 05 12:35:59 2024,469,175,116,77,897,170,100,801,16
Thu Dec 05 12:35:59 2024,470,180,122,75,901,168,104,800,15
Thu Dec 05 12:35:59 2024,470,180,118,75,894,152,100,797,17
Thu Dec 05 12:35:59 2024,470,180,122,74,892,166,100,802,17
Thu Dec 05 12:35:59 2024,471,178,129,65,898,163,93,817,17
Thu Dec 05 12:35:59 2024,499,176,129,72,897,155,89,836,20
Thu Dec 05 12:35:59 2024,500,187,136,72,897,154,91,848,14
Thu Dec 05 12:35:59 2024,500,180,133,73,898,154,91,883,18
Thu Dec 05 12:35:59 2024,558,206,141,72,892,153,99,880,19
Thu Dec 05 12:35:59 2024,559,204,146,72,900,152,105,853,15
Thu Dec 05 12:35:59 2024,560,211,140,70,897,169,109,817,20
Thu Dec 05 12:35:59 2024,561,213,136,70,897,157,121,822,14
Thu Dec 05 12:35:59 2024,561,206,136,65,895,161,120,809,17
Thu Dec 05 12:35:59 2024,562,209,135,69,904,160,130,797,17
Thu Dec 05 12:35:59 2024,562,224,132,65,904,155,129,771,17
Thu Dec 05 12:35:59 2024,563,214,128,65,898,160,131,779,18
Thu Dec 05 12:35:59 2024,564,219,126,64,898,157,122,772,17
Thu Dec 05 12:35:59 2024,564,205,118,69,898,159,148,762,18
Thu Dec 05 12:35:59 2024,589,199,108,73,902,156,124,756,16
Thu Dec 05 12:35:59 2024,589,187,101,61,899,154,124,765,18
Thu Dec 05 12:35:59 2024,590,190,94,69,902,150,115,797,15
Thu Dec 05 12:35:59 2024,618,180,103,64,900,144,120,804,18
Thu Dec 05 12:35:59 2024,619,184,98,88,890,142,128,808,17
Thu Dec 05 12:35:59 2024,619,174,102,74,902,148,120,820,16
Thu Dec 05 12:35:59 2024,621,173,94,75,904,150,112,814,19
Thu Dec 05 12:35:59 2024,621,176,103,77,897,152,121,815,17
Thu Dec 05 12:35:59 2024,649,165,90,77,901,153,140,820,18
Thu Dec 05 12:35:59 2024,650,167,85,78,902,148,118,817,17
Thu Dec 05 12:35:59 2024,650,170,86,74,902,147,117,841,15
Thu Dec 05 12:35:59 2024,651,172,86,76,898,146,116,847,14
Thu Dec 05 12:35:59 2024,678,162,90,71,899,152,124,860,18
Thu Dec 05 12:35:59 2024,679,155,92,76,898,148,123,838,14
Thu Dec 05 12:35:59 2024,679,158,92,80,890,151,122,839,17
Thu Dec 05 12:35:59 2024,680,156,89,72,890,148,120,816,19
Thu Dec 05 12:35:59 2024,738,163,98,69,898,150,127,827,14
Thu Dec 05 12:35:59 2024,739,163,83,72,902,155,126,848,16
Thu Dec 05 12:35:59 2024,739,161,80,67,902,152,123,814,17
Thu Dec 05 12:35:59 2024,770,158,79,73,894,155,125,827,18
Thu Dec 05 12:35:59 2024,770,160,74,69,897,155,125,820,17
Thu Dec 05 12:35:59 2024,770,161,72,70,903,148,133,825,16
Thu Dec 05 12:35:59 2024,771,160,78,63,901,146,136,813,17
Thu Dec 05 12:35:59 2024,771,162,73,69,897,143,140,814,17
Thu Dec 05 12:35:59 2024,771,165,82,73,908,146,153,802,17
Thu Dec 05 12:35:59 2024,772,188,92,76,891,180,157,760,14
Thu Dec 05 12:35:59 2024,772,199,102,75,900,221,163,738,16
Thu Dec 05 12:35:59 2024,774,211,105,83,902,215,167,724,17
Thu Dec 05 12:35:59 2024,774,224,109,84,903,273,169,710,17
Thu Dec 05 12:35:59 2024,799,249,115,88,899,327,161,704,11
Thu Dec 05 12:35:59 2024,800,257,117,101,902,362,156,699,17
Thu Dec 05 12:35:59 2024,800,257,116,91,901,366,160,661,17
Thu Dec 05 12:35:59 2024,801,267,118,109,902,371,157,635,16
Thu Dec 05 12:35:59 2024,829,276,117,98,898,401,163,637,16
Thu Dec 05 12:35:59 2024,829,276,120,91,904,422,163,621,16
Thu Dec 05 12:35:59 2024,830,284,123,96,899,429,159,614,22
Thu Dec 05 12:35:59 2024,858,283,126,90,903,416,152,605,18
Thu Dec 05 12:35:59 2024,859,281,119,96,902,426,149,588,17
Thu Dec 05 12:35:59 2024,860,272,127,92,904,409,145,606,17
Thu Dec 05 12:35:59 2024,861,273,140,95,897,378,145,632,19
Thu Dec 05 12:35:59 2024,862,270,133,89,898,386,150,646,17
Thu Dec 05 12:35:59 2024,889,281,137,97,893,377,161,652,20
Thu Dec 05 12:35:59 2024,890,274,139,96,897,340,173,668,17
Thu Dec 05 12:35:59 2024,891,266,147,91,904,342,182,690,15
Thu Dec 05 12:35:59 2024,891,272,151,89,896,312,182,708,17
