Timestamp,Millis,Myo0,Myo1,Myo2,Myo3
Fri Nov 22 20:57:15 2024,499,572,80,236,585
Fri Nov 22 20:57:15 2024,499,579,77,245,578
Fri Nov 22 20:57:15 2024,528,576,69,242,588
Fri Nov 22 20:57:15 2024,529,602,78,247,618
Fri Nov 22 20:57:15 2024,529,608,81,237,601
Fri Nov 22 20:57:15 2024,529,616,69,248,603
Fri Nov 22 20:57:15 2024,531,604,79,249,604
Fri Nov 22 20:57:15 2024,531,624,79,247,615
Fri Nov 22 20:57:15 2024,532,630,86,243,614
Fri Nov 22 20:57:15 2024,532,639,85,241,620
Fri Nov 22 20:57:15 2024,532,643,84,253,613
Fri Nov 22 20:57:15 2024,532,642,94,250,605
Fri Nov 22 20:57:15 2024,557,641,73,241,599
Fri Nov 22 20:57:15 2024,558,642,76,249,598
Fri Nov 22 20:57:15 2024,558,635,81,247,607
Fri Nov 22 20:57:15 2024,588,650,85,251,594
Fri Nov 22 20:57:15 2024,589,650,79,249,588
Fri Nov 22 20:57:15 2024,589,640,80,249,592
Fri Nov 22 20:57:15 2024,618,650,82,256,582
Fri Nov 22 20:57:15 2024,619,636,79,249,577
Fri Nov 22 20:57:15 2024,619,646,81,247,599
Fri Nov 22 20:57:15 2024,620,640,70,253,600
Fri Nov 22 20:57:15 2024,621,633,85,249,617
Fri Nov 22 20:57:15 2024,621,630,79,247,612
Fri Nov 22 20:57:15 2024,622,643,79,245,621
Fri Nov 22 20:57:15 2024,623,638,84,254,607
Fri Nov 22 20:57:15 2024,623,655,82,257,599
Fri Nov 22 20:57:15 2024,623,647,82,254,585
Fri Nov 22 20:57:15 2024,649,645,74,256,591
Fri Nov 22 20:57:15 2024,649,653,83,256,606
Fri Nov 22 20:57:15 2024,650,662,82,254,602
Fri Nov 22 20:57:15 2024,708,681,81,265,610
Fri Nov 22 20:57:15 2024,709,639,80,253,617
Fri Nov 22 20:57:15 2024,709,646,73,256,625
Fri Nov 22 20:57:15 2024,738,645,77,255,630
Fri Nov 22 20:57:15 2024,739,635,87,254,635
Fri Nov 22 20:57:15 2024,740,665,82,272,648
Fri Nov 22 20:57:15 2024,768,681,76,269,651
Fri Nov 22 20:57:15 2024,769,703,83,276,650
Fri Nov 22 20:57:15 2024,769,713,81,272,668
Fri Nov 22 20:57:15 2024,799,721,86,280,692
Fri Nov 22 20:57:15 2024,799,763,92,278,706
Fri Nov 22 20:57:15 2024,800,745,85,281,719
Fri Nov 22 20:57:15 2024,828,774,86,281,723
Fri Nov 22 20:57:15 2024,829,777,94,284,721
Fri Nov 22 20:57:15 2024,829,776,91,279,736
Fri Nov 22 20:57:15 2024,830,767,89,286,739
Fri Nov 22 20:57:15 2024,830,741,85,279,717
Fri Nov 22 20:57:15 2024,830,719,89,282,713
Fri Nov 22 20:57:15 2024,859,716,86,272,694
Fri Nov 22 20:57:15 2024,861,713,89,275,707
Fri Nov 22 20:57:15 2024,861,713,85,283,697
Fri Nov 22 20:57:15 2024,861,714,92,283,696
Fri Nov 22 20:57:15 2024,862,702,89,283,692
Fri Nov 22 20:57:15 2024,888,688,83,281,680
Fri Nov 22 20:57:15 2024,889,677,75,279,700
Fri Nov 22 20:57:15 2024,889,682,82,276,711
Fri Nov 22 20:57:15 2024,918,657,80,283,688
Fri Nov 22 20:57:15 2024,919,667,83,275,684
Fri Nov 22 20:57:15 2024,919,680,83,273,689
Fri Nov 22 20:57:15 2024,925,681,79,275,682
Fri Nov 22 20:57:15 2024,926,662,85,268,682
Fri Nov 22 20:57:15 2024,926,654,82,272,678
Fri Nov 22 20:57:15 2024,927,649,88,266,689
Fri Nov 22 20:57:15 2024,927,658,88,268,692
Fri Nov 22 20:57:15 2024,927,651,87,263,678
Fri Nov 22 20:57:15 2024,927,641,82,265,700
Fri Nov 22 20:57:15 2024,948,661,80,259,710
Fri Nov 22 20:57:15 2024,949,643,88,272,704
Fri Nov 22 20:57:15 2024,949,633,83,269,688
Fri Nov 22 20:57:15 2024,978,644,83,270,691
Fri Nov 22 20:57:15 2024,979,657,74,260,681
Fri Nov 22 20:57:15 2024,979,648,73,257,679
Fri Nov 22 20:57:16 2024,8,649,82,257,664
Fri Nov 22 20:57:16 2024,9,642,86,259,649
Fri Nov 22 20:57:16 2024,9,652,88,264,637
Fri Nov 22 20:57:16 2024,38,649,85,258,641
Fri Nov 22 20:57:16 2024,39,627,79,260,632
Fri Nov 22 20:57:16 2024,39,608,87,264,635
Fri Nov 22 20:57:16 2024,68,612,81,252,637
Fri Nov 22 20:57:16 2024,69,616,87,268,643
Fri Nov 22 20:57:16 2024,69,620,81,259,646
Fri Nov 22 20:57:16 2024,70,613,86,265,647
Fri Nov 22 20:57:16 2024,70,611,73,272,631
Fri Nov 22 20:57:16 2024,98,634,82,261,624
Fri Nov 22 20:57:16 2024,99,627,73,254,618
Fri Nov 22 20:57:16 2024,99,616,75,255,650
Fri Nov 22 20:57:16 2024,128,613,87,242,652
Fri Nov 22 20:57:16 2024,130,606,84,254,671
Fri Nov 22 20:57:16 2024,130,657,79,246,677
Fri Nov 22 20:57:16 2024,131,663,84,249,671
Fri Nov 22 20:57:16 2024,132,657,84,248,675
Fri Nov 22 20:57:16 2024,132,651,82,258,677
Fri Nov 22 20:57:16 2024,132,645,81,258,680
Fri Nov 22 20:57:16 2024,132,650,84,259,679
Fri Nov 22 20:57:16 2024,132,668,80,267,676
Fri Nov 22 20:57:16 2024,132,685,88,261,669
Fri Nov 22 20:57:16 2024,158,670,82,264,664
Fri Nov 22 20:57:16 2024,159,680,81,278,661
Fri Nov 22 20:57:16 2024,159,670,86,266,643
Fri Nov 22 20:57:16 2024,188,692,87,259,637
Fri Nov 22 20:57:16 2024,189,679,80,264,641
Fri Nov 22 20:57:16 2024,189,656,84,259,616
Fri Nov 22 20:57:16 2024,218,650,85,266,643
Fri Nov 22 20:57:16 2024,219,679,73,256,637
Fri Nov 22 20:57:16 2024,219,669,79,267,637
Fri Nov 22 20:57:16 2024,219,693,83,277,622
Fri Nov 22 20:57:16 2024,220,701,74,266,625
Fri Nov 22 20:57:16 2024,220,680,82,266,626
Fri Nov 22 20:57:16 2024,220,667,79,266,613
Fri Nov 22 20:57:16 2024,221,697,81,271,612
Fri Nov 22 20:57:16 2024,248,680,80,267,599
Fri Nov 22 20:57:16 2024,249,671,81,269,596
Fri Nov 22 20:57:16 2024,249,622,81,264,601
Fri Nov 22 20:57:16 2024,277,642,75,256,604
Fri Nov 22 20:57:16 2024,278,618,73,260,601
Fri Nov 22 20:57:16 2024,278,600,82,254,608
Fri Nov 22 20:57:16 2024,309,607,81,270,589
Fri Nov 22 20:57:16 2024,310,594,82,261,578
Fri Nov 22 20:57:16 2024,310,596,79,264,590
Fri Nov 22 20:57:16 2024,311,608,85,255,599
Fri Nov 22 20:57:16 2024,312,610,77,268,592
Fri Nov 22 20:57:16 2024,312,616,76,263,598
Fri Nov 22 20:57:16 2024,313,612,81,271,590
Fri Nov 22 20:57:16 2024,313,603,79,270,586
Fri Nov 22 20:57:16 2024,313,614,71,267,592
Fri Nov 22 20:57:16 2024,313,630,86,243,587
Fri Nov 22 20:57:16 2024,313,626,73,262,584
Fri Nov 22 20:57:16 2024,338,683,88,266,598
Fri Nov 22 20:57:16 2024,339,675,81,268,599
Fri Nov 22 20:57:16 2024,339,686,81,261,598
Fri Nov 22 20:57:16 2024,368,701,77,266,601
Fri Nov 22 20:57:16 2024,369,691,82,262,596
Fri Nov 22 20:57:16 2024,369,672,80,257,609
Fri Nov 22 20:57:16 2024,369,659,85,262,647
Fri Nov 22 20:57:16 2024,371,656,84,255,597
Fri Nov 22 20:57:16 2024,372,641,83,256,594
Fri Nov 22 20:57:16 2024,372,624,80,262,597
Fri Nov 22 20:57:16 2024,372,614,102,265,589
Fri Nov 22 20:57:16 2024,372,614,81,269,605
Fri Nov 22 20:57:16 2024,400,605,80,259,598
Fri Nov 22 20:57:16 2024,401,617,82,260,602
Fri Nov 22 20:57:16 2024,401,622,86,264,613
Fri Nov 22 20:57:16 2024,430,610,85,260,612
Fri Nov 22 20:57:16 2024,431,613,78,269,625
Fri Nov 22 20:57:16 2024,431,597,80,268,622
Fri Nov 22 20:57:16 2024,459,609,80,254,610
Fri Nov 22 20:57:16 2024,460,600,81,258,614
Fri Nov 22 20:57:16 2024,460,590,77,246,608
Fri Nov 22 20:57:16 2024,460,593,75,249,607
Fri Nov 22 20:57:16 2024,461,569,77,252,636
Fri Nov 22 20:57:16 2024,461,586,81,244,614
Fri Nov 22 20:57:16 2024,461,580,84,241,609
Fri Nov 22 20:57:16 2024,461,592,79,247,615
Fri Nov 22 20:57:16 2024,489,610,82,245,604
Fri Nov 22 20:57:16 2024,490,616,83,239,619
Fri Nov 22 20:57:16 2024,490,614,78,236,625
Fri Nov 22 20:57:16 2024,520,619,81,243,633
Fri Nov 22 20:57:16 2024,521,611,79,244,637
Fri Nov 22 20:57:16 2024,522,617,81,241,636
Fri Nov 22 20:57:16 2024,548,628,80,245,631
Fri Nov 22 20:57:16 2024,549,615,78,243,639
Fri Nov 22 20:57:16 2024,550,611,82,253,628
Fri Nov 22 20:57:16 2024,579,617,87,239,637
Fri Nov 22 20:57:16 2024,580,616,76,247,645
Fri Nov 22 20:57:16 2024,580,605,85,246,631
Fri Nov 22 20:57:16 2024,581,603,83,243,626
Fri Nov 22 20:57:16 2024,581,599,86,246,608
Fri Nov 22 20:57:16 2024,583,594,78,252,621
Fri Nov 22 20:57:16 2024,583,586,81,258,607
Fri Nov 22 20:57:16 2024,608,630,79,262,636
Fri Nov 22 20:57:16 2024,609,618,82,253,633
Fri Nov 22 20:57:16 2024,610,621,80,256,652
Fri Nov 22 20:57:16 2024,610,649,88,277,652
Fri Nov 22 20:57:16 2024,611,665,87,266,676
Fri Nov 22 20:57:16 2024,611,654,89,261,666
Fri Nov 22 20:57:16 2024,612,649,84,262,668
Fri Nov 22 20:57:16 2024,612,630,83,266,672
Fri Nov 22 20:57:16 2024,612,612,84,263,670
Fri Nov 22 20:57:16 2024,613,591,80,272,655
Fri Nov 22 20:57:16 2024,669,586,88,266,643
Fri Nov 22 20:57:16 2024,670,560,80,264,627
Fri Nov 22 20:57:16 2024,670,560,82,274,600
Fri Nov 22 20:57:16 2024,671,540,83,263,571
Fri Nov 22 20:57:16 2024,671,516,79,265,560
Fri Nov 22 20:57:16 2024,671,513,81,261,542
Fri Nov 22 20:57:16 2024,672,511,75,254,536
Fri Nov 22 20:57:16 2024,672,504,85,254,516
Fri Nov 22 20:57:16 2024,673,498,73,255,499
Fri Nov 22 20:57:16 2024,674,483,78,245,503
Fri Nov 22 20:57:16 2024,698,484,85,258,475
Fri Nov 22 20:57:16 2024,699,469,79,250,481
Fri Nov 22 20:57:16 2024,700,473,84,249,495
