Timestamp,Millis,Myo0,Myo1,Myo2,Myo3
Fri Nov 22 21:06:16 2024,393,543,78,231,572
Fri Nov 22 21:06:16 2024,394,546,82,233,575
Fri Nov 22 21:06:16 2024,424,544,77,217,569
Fri Nov 22 21:06:16 2024,424,549,77,233,567
Fri Nov 22 21:06:16 2024,425,557,77,225,575
Fri Nov 22 21:06:16 2024,425,582,80,230,585
Fri Nov 22 21:06:16 2024,426,575,85,228,587
Fri Nov 22 21:06:16 2024,426,576,79,233,579
Fri Nov 22 21:06:16 2024,426,571,77,236,583
Fri Nov 22 21:06:16 2024,427,571,100,231,578
Fri Nov 22 21:06:16 2024,454,573,99,250,579
Fri Nov 22 21:06:16 2024,455,578,80,248,582
Fri Nov 22 21:06:16 2024,455,583,78,238,585
Fri Nov 22 21:06:16 2024,484,586,70,246,569
Fri Nov 22 21:06:16 2024,484,609,79,249,566
Fri Nov 22 21:06:16 2024,485,611,77,255,571
Fri Nov 22 21:06:16 2024,485,599,81,243,575
Fri Nov 22 21:06:16 2024,485,604,78,256,566
Fri Nov 22 21:06:16 2024,485,611,79,254,562
Fri Nov 22 21:06:16 2024,488,605,79,251,578
Fri Nov 22 21:06:16 2024,513,610,79,254,571
Fri Nov 22 21:06:16 2024,514,607,83,253,563
Fri Nov 22 21:06:16 2024,514,607,77,256,565
Fri Nov 22 21:06:16 2024,515,628,69,261,583
Fri Nov 22 21:06:16 2024,515,615,83,257,586
Fri Nov 22 21:06:16 2024,516,616,80,255,587
Fri Nov 22 21:06:16 2024,516,638,79,252,605
Fri Nov 22 21:06:16 2024,517,635,79,240,597
Fri Nov 22 21:06:16 2024,517,645,81,253,614
Fri Nov 22 21:06:16 2024,518,674,84,253,608
Fri Nov 22 21:06:16 2024,545,681,73,256,602
Fri Nov 22 21:06:16 2024,546,667,82,259,607
Fri Nov 22 21:06:16 2024,546,676,82,254,622
Fri Nov 22 21:06:16 2024,574,677,78,255,625
Fri Nov 22 21:06:16 2024,575,658,77,260,623
Fri Nov 22 21:06:16 2024,575,657,82,247,647
Fri Nov 22 21:06:16 2024,575,649,88,240,646
Fri Nov 22 21:06:16 2024,575,653,83,241,642
Fri Nov 22 21:06:16 2024,575,655,80,246,636
Fri Nov 22 21:06:16 2024,576,671,90,250,637
Fri Nov 22 21:06:16 2024,577,657,84,264,632
Fri Nov 22 21:06:16 2024,605,652,75,257,622
Fri Nov 22 21:06:16 2024,606,637,83,255,602
Fri Nov 22 21:06:16 2024,606,626,77,254,610
Fri Nov 22 21:06:16 2024,633,634,80,258,582
Fri Nov 22 21:06:16 2024,634,637,82,249,580
Fri Nov 22 21:06:16 2024,634,650,82,248,589
Fri Nov 22 21:06:16 2024,663,664,82,239,582
Fri Nov 22 21:06:16 2024,664,665,80,246,589
Fri Nov 22 21:06:16 2024,664,674,86,248,580
Fri Nov 22 21:06:16 2024,664,687,87,242,582
Fri Nov 22 21:06:16 2024,664,700,82,241,591
Fri Nov 22 21:06:16 2024,665,712,85,252,582
Fri Nov 22 21:06:16 2024,667,716,88,247,605
Fri Nov 22 21:06:16 2024,668,702,83,240,602
Fri Nov 22 21:06:16 2024,668,688,75,254,614
Fri Nov 22 21:06:16 2024,668,697,84,257,620
Fri Nov 22 21:06:16 2024,693,685,80,251,621
Fri Nov 22 21:06:16 2024,693,669,74,255,633
Fri Nov 22 21:06:16 2024,694,657,85,252,623
Fri Nov 22 21:06:16 2024,725,665,84,237,640
Fri Nov 22 21:06:16 2024,726,644,82,255,644
Fri Nov 22 21:06:16 2024,726,639,73,245,620
Fri Nov 22 21:06:16 2024,753,634,105,249,619
Fri Nov 22 21:06:16 2024,754,625,77,241,616
Fri Nov 22 21:06:16 2024,754,627,89,236,611
Fri Nov 22 21:06:16 2024,755,617,78,232,597
Fri Nov 22 21:06:16 2024,755,605,84,209,588
Fri Nov 22 21:06:16 2024,756,628,79,208,575
Fri Nov 22 21:06:16 2024,756,623,83,189,571
Fri Nov 22 21:06:16 2024,756,599,83,185,565
Fri Nov 22 21:06:16 2024,758,593,72,176,563
Fri Nov 22 21:06:16 2024,758,600,79,177,561
Fri Nov 22 21:06:16 2024,784,584,72,177,551
Fri Nov 22 21:06:16 2024,785,598,79,197,550
Fri Nov 22 21:06:16 2024,785,617,82,197,548
Fri Nov 22 21:06:16 2024,815,618,74,197,563
Fri Nov 22 21:06:16 2024,816,612,81,205,554
Fri Nov 22 21:06:16 2024,816,635,81,218,559
Fri Nov 22 21:06:16 2024,844,611,78,215,574
Fri Nov 22 21:06:16 2024,845,610,91,214,572
Fri Nov 22 21:06:16 2024,845,598,88,229,573
Fri Nov 22 21:06:16 2024,845,594,92,215,563
Fri Nov 22 21:06:16 2024,846,587,86,224,548
Fri Nov 22 21:06:16 2024,873,588,78,223,568
Fri Nov 22 21:06:16 2024,875,570,76,214,578
Fri Nov 22 21:06:16 2024,875,571,79,219,556
Fri Nov 22 21:06:16 2024,903,551,84,210,569
Fri Nov 22 21:06:16 2024,904,549,88,204,569
Fri Nov 22 21:06:16 2024,904,539,93,200,574
Fri Nov 22 21:06:16 2024,932,533,87,202,559
Fri Nov 22 21:06:16 2024,933,527,86,202,560
Fri Nov 22 21:06:16 2024,934,548,76,198,553
Fri Nov 22 21:06:16 2024,934,568,71,213,539
Fri Nov 22 21:06:16 2024,934,565,79,203,543
Fri Nov 22 21:06:16 2024,936,591,80,209,560
Fri Nov 22 21:06:16 2024,936,599,94,214,560
Fri Nov 22 21:06:16 2024,936,609,76,235,551
Fri Nov 22 21:06:16 2024,937,606,79,238,552
Fri Nov 22 21:06:16 2024,937,613,79,233,562
Fri Nov 22 21:06:16 2024,963,625,82,248,584
Fri Nov 22 21:06:16 2024,964,625,78,247,595
Fri Nov 22 21:06:16 2024,964,652,80,248,587
Fri Nov 22 21:06:16 2024,994,672,83,256,594
Fri Nov 22 21:06:16 2024,994,663,89,261,579
