Timestamp,Millis,thumb_tm_aa,thumb_tm_flex,thumb_mcp_aa,thumb_mcp_flex,index_mcp_aa,index_mcp_flex,index_pip,middle_mcp_aa,middle_mcp_flex,middle_pip,ring_mcp_aa,ring_mcp_flex,ring_pip,little_mcp_aa,little_mcp_flex,little_pip
Mon Dec 02 21:01:49 2024,300,-12.269,-12.269,-2.934,-2.934,5.185,43.540,28.917,5.806,14.124,13.196,-1.065,17.490,9.149,7.459,11.484,6.358
Mon Dec 02 21:01:49 2024,305,-12.285,-12.285,-2.908,-2.908,4.822,41.035,25.287,5.551,14.422,13.007,-0.812,17.566,9.041,7.705,11.277,6.368
Mon Dec 02 21:01:49 2024,310,-12.348,-12.348,-2.838,-2.838,4.429,39.026,22.514,5.357,14.629,12.921,-0.529,17.734,8.968,8.012,11.017,6.349
Mon Dec 02 21:01:49 2024,315,-12.406,-12.406,-2.812,-2.812,4.041,36.978,19.761,5.195,14.801,12.864,-0.240,17.794,8.921,8.328,10.739,6.336
Mon Dec 02 21:01:49 2024,320,-12.417,-12.417,-2.894,-2.894,3.819,35.728,18.008,5.190,14.811,12.905,-0.064,17.609,8.963,8.529,10.547,6.341
Mon Dec 02 21:01:49 2024,325,-12.432,-12.432,-2.984,-2.984,3.576,34.457,16.294,5.179,14.822,12.939,0.109,17.412,9.008,8.727,10.360,6.338
Mon Dec 02 21:01:49 2024,330,-12.448,-12.448,-3.112,-3.112,3.204,33.310,15.000,5.126,14.868,12.874,0.172,17.302,9.067,8.822,10.310,6.264
Mon Dec 02 21:01:49 2024,335,-12.465,-12.465,-3.225,-3.225,2.869,32.422,14.074,5.071,14.911,12.795,0.193,17.238,9.118,8.870,10.304,6.183
Mon Dec 02 21:01:49 2024,340,-12.482,-12.482,-3.344,-3.344,2.448,31.364,13.055,5.012,14.954,12.705,0.225,17.165,9.177,8.996,10.241,6.103
Mon Dec 02 21:01:49 2024,345,-12.489,-12.489,-3.411,-3.411,2.120,30.597,12.400,4.978,14.985,12.646,0.259,17.117,9.216,9.161,10.133,6.063
Mon Dec 02 21:01:49 2024,350,-12.496,-12.496,-3.498,-3.498,1.724,29.685,11.622,4.950,15.010,12.564,0.326,17.086,9.262,9.375,9.989,6.007
Mon Dec 02 21:01:49 2024,355,-12.475,-12.475,-3.596,-3.596,1.424,29.000,11.012,4.992,14.977,12.449,0.508,17.183,9.291,9.605,9.834,5.935
Mon Dec 02 21:01:49 2024,360,-12.460,-12.460,-3.689,-3.689,1.156,28.393,10.471,5.035,14.941,12.341,0.685,17.271,9.317,9.817,9.686,5.866
Mon Dec 02 21:01:49 2024,365,-12.456,-12.456,-3.702,-3.702,0.861,27.781,10.013,5.016,14.958,12.250,0.797,17.279,9.338,9.915,9.637,5.816
Mon Dec 02 21:01:49 2024,370,-12.456,-12.456,-3.675,-3.675,0.627,27.324,9.720,4.962,15.004,12.190,0.841,17.242,9.343,9.919,9.661,5.797
Mon Dec 02 21:01:49 2024,375,-12.455,-12.455,-3.658,-3.658,0.392,26.861,9.422,4.907,15.051,12.126,0.889,17.206,9.344,9.928,9.683,5.781
Mon Dec 02 21:01:49 2024,380,-12.435,-12.435,-3.705,-3.705,0.207,26.459,9.151,4.861,15.093,12.054,0.942,17.181,9.316,9.963,9.683,5.794
Mon Dec 02 21:01:49 2024,385,-12.411,-12.411,-3.772,-3.772,-0.008,26.043,8.864,4.812,15.140,11.967,1.003,17.156,9.274,10.008,9.676,5.814
Mon Dec 02 21:01:49 2024,390,-12.413,-12.413,-3.807,-3.807,-0.179,25.768,8.622,4.740,15.194,11.787,1.078,17.161,9.203,10.028,9.681,5.752
Mon Dec 02 21:01:49 2024,395,-12.420,-12.420,-3.828,-3.828,-0.267,25.566,8.428,4.674,15.239,11.618,1.144,17.168,9.138,10.041,9.688,5.684
Mon Dec 02 21:01:49 2024,400,-12.426,-12.426,-3.821,-3.821,-0.314,25.424,8.297,4.658,15.245,11.529,1.198,17.134,9.081,10.073,9.671,5.643
Mon Dec 02 21:01:49 2024,405,-12.431,-12.431,-3.768,-3.768,-0.304,25.327,8.221,4.708,15.199,11.533,1.249,17.029,9.019,10.143,9.615,5.628
Mon Dec 02 21:01:49 2024,410,-12.436,-12.436,-3.728,-3.728,-0.297,25.254,8.164,4.747,15.164,11.536,1.289,16.949,8.973,10.196,9.572,5.616
Mon Dec 02 21:01:49 2024,415,-12.396,-12.396,-3.753,-3.753,-0.491,24.971,8.046,4.676,15.214,11.458,1.253,16.992,8.962,10.092,9.695,5.640
Mon Dec 02 21:01:49 2024,420,-12.364,-12.364,-3.774,-3.774,-0.647,24.758,7.956,4.616,15.252,11.396,1.223,17.030,8.957,10.006,9.794,5.660
Mon Dec 02 21:01:49 2024,425,-12.389,-12.389,-3.769,-3.769,-0.735,24.629,7.898,4.561,15.305,11.333,1.241,17.083,8.925,10.038,9.766,5.631
Mon Dec 02 21:01:49 2024,430,-12.435,-12.435,-3.752,-3.752,-0.773,24.566,7.869,4.522,15.353,11.284,1.276,17.129,8.889,10.118,9.685,5.588
Mon Dec 02 21:01:49 2024,435,-12.488,-12.488,-3.731,-3.731,-0.805,24.516,7.852,4.500,15.382,11.258,1.314,17.163,8.871,10.184,9.614,5.560
Mon Dec 02 21:01:49 2024,440,-12.553,-12.553,-3.702,-3.702,-0.817,24.503,7.872,4.534,15.355,11.300,1.351,17.155,8.914,10.200,9.582,5.582
Mon Dec 02 21:01:49 2024,445,-12.626,-12.626,-3.671,-3.671,-0.829,24.490,7.894,4.572,15.325,11.346,1.391,17.146,8.961,10.218,9.546,5.607
Mon Dec 02 21:01:49 2024,450,-12.595,-12.595,-3.688,-3.688,-0.852,24.232,7.762,4.539,15.356,11.274,1.346,17.167,8.894,10.200,9.558,5.572
Mon Dec 02 21:01:49 2024,455,-12.554,-12.554,-3.710,-3.710,-0.872,23.990,7.635,4.501,15.391,11.198,1.298,17.188,8.821,10.180,9.577,5.536
Mon Dec 02 21:01:49 2024,460,-12.526,-12.526,-3.735,-3.735,-0.856,23.762,7.557,4.533,15.376,11.231,1.272,17.202,8.798,10.185,9.571,5.533
Mon Dec 02 21:01:49 2024,465,-12.528,-12.528,-3.754,-3.754,-0.799,23.642,7.581,4.648,15.293,11.401,1.287,17.204,8.853,10.222,9.532,5.578
Mon Dec 02 21:01:49 2024,470,-12.541,-12.541,-3.758,-3.758,-0.732,23.543,7.611,4.755,15.211,11.545,1.304,17.213,8.897,10.262,9.487,5.610
Mon Dec 02 21:01:49 2024,475,-12.600,-12.600,-3.702,-3.702,-0.622,23.527,7.669,4.832,15.153,11.593,1.326,17.252,8.900,10.317,9.415,5.593
Mon Dec 02 21:01:49 2024,480,-12.656,-12.656,-3.650,-3.650,-0.526,23.524,7.721,4.894,15.101,11.622,1.346,17.286,8.899,10.364,9.352,5.574
Mon Dec 02 21:01:49 2024,485,-12.662,-12.662,-3.638,-3.638,-0.436,23.584,7.754,4.969,15.030,11.662,1.352,17.360,8.875,10.408,9.297,5.536
Mon Dec 02 21:01:49 2024,490,-12.572,-12.572,-3.703,-3.703,-0.375,23.745,7.748,5.052,14.938,11.707,1.331,17.492,8.813,10.442,9.268,5.471
Mon Dec 02 21:01:49 2024,495,-12.514,-12.514,-3.733,-3.733,-0.258,23.869,7.779,5.165,14.799,11.787,1.312,17.561,8.764,10.476,9.226,5.427
Mon Dec 02 21:01:49 2024,500,-12.479,-12.479,-3.724,-3.724,-0.077,23.951,7.858,5.319,14.611,11.919,1.287,17.537,8.727,10.503,9.172,5.414
Mon Dec 02 21:01:49 2024,505,-12.440,-12.440,-3.714,-3.714,0.159,24.059,7.950,5.496,14.383,12.071,1.259,17.508,8.684,10.535,9.108,5.400
Mon Dec 02 21:01:49 2024,510,-12.399,-12.399,-3.736,-3.736,0.237,24.170,8.062,5.654,25.890,12.329,1.241,17.635,8.756,10.589,9.027,5.435
Mon Dec 02 21:01:49 2024,515,-12.355,-12.355,-3.762,-3.762,0.309,24.290,8.185,5.822,26.225,12.616,1.222,17.785,8.846,10.649,8.938,5.478
Mon Dec 02 21:01:49 2024,520,-12.273,-12.273,-3.712,-3.712,0.437,24.420,8.320,6.028,26.658,12.924,1.204,17.960,8.934,10.719,8.831,5.522
Mon Dec 02 21:01:49 2024,525,-12.188,-12.188,-3.604,-3.604,0.567,24.504,8.408,6.185,26.983,13.122,1.195,18.082,8.983,10.767,8.754,5.549
Mon Dec 02 21:01:49 2024,530,-12.104,-12.104,-3.512,-3.512,0.712,24.617,8.535,6.349,27.346,13.360,1.175,18.217,9.052,10.810,8.670,5.566
Mon Dec 02 21:01:49 2024,535,-12.062,-12.062,-3.551,-3.551,0.845,24.789,8.773,6.461,27.636,13.667,1.116,18.348,9.180,10.788,8.604,5.530
Mon Dec 02 21:01:49 2024,540,-12.024,-12.024,-3.601,-3.601,0.980,24.972,9.028,6.572,27.933,13.986,1.052,18.481,9.317,10.760,8.530,5.488
