Timestamp,Millis,thumb_tm_aa,thumb_tm_flex,thumb_mcp_aa,thumb_mcp_flex,index_mcp_aa,index_mcp_flex,index_pip,middle_mcp_aa,middle_mcp_flex,middle_pip,ring_mcp_aa,ring_mcp_flex,ring_pip,little_mcp_aa,little_mcp_flex,little_pip
Mon Dec 02 21:11:52 2024,260,-19.749,-19.749,-1.370,-1.370,-1.249,15.313,8.292,2.036,14.394,10.708,-4.766,9.456,7.880,16.558,2.728,7.384
Mon Dec 02 21:11:52 2024,265,-19.752,-19.752,-1.380,-1.380,-1.293,15.156,8.320,2.026,14.272,10.679,-4.877,9.195,7.815,16.466,2.840,7.448
Mon Dec 02 21:11:52 2024,270,-19.743,-19.743,-1.404,-1.404,-1.256,15.214,8.320,2.117,14.382,10.790,-4.834,9.190,7.845,16.514,2.768,7.413
Mon Dec 02 21:11:52 2024,275,-19.735,-19.735,-1.424,-1.424,-1.223,15.266,8.319,2.193,14.474,10.884,-4.796,9.193,7.871,16.557,2.704,7.383
Mon Dec 02 21:11:52 2024,280,-19.720,-19.720,-1.441,-1.441,-1.205,15.314,8.305,2.300,14.582,10.960,-4.742,9.217,7.865,16.579,2.668,7.330
Mon Dec 02 21:11:52 2024,285,-19.703,-19.703,-1.447,-1.447,-1.214,15.336,8.282,2.398,14.664,10.979,-4.693,9.257,7.820,16.564,2.683,7.272
Mon Dec 02 21:11:52 2024,290,-19.692,-19.692,-1.442,-1.442,-1.230,15.331,8.258,2.491,14.755,11.013,-4.639,9.310,7.793,16.557,2.687,7.215
Mon Dec 02 21:11:52 2024,295,-19.715,-19.715,-1.404,-1.404,-1.260,15.229,8.246,2.493,14.830,11.076,-4.603,9.369,7.851,16.587,2.648,7.199
Mon Dec 02 21:11:52 2024,300,-19.747,-19.747,-1.353,-1.353,-1.297,15.090,8.234,2.475,14.913,11.153,-4.565,9.439,7.938,16.630,2.593,7.191
Mon Dec 02 21:11:52 2024,305,-19.756,-19.756,-1.347,-1.347,-1.293,15.046,8.219,2.451,14.880,11.112,-4.509,9.567,7.941,16.639,2.585,7.129
Mon Dec 02 21:11:52 2024,310,-19.749,-19.749,-1.371,-1.371,-1.262,15.063,8.199,2.422,14.770,10.994,-4.439,9.734,7.889,16.625,2.606,7.033
Mon Dec 02 21:11:52 2024,315,-19.746,-19.746,-1.386,-1.386,-1.235,15.061,8.178,2.396,14.684,10.902,-4.388,9.852,7.841,16.602,2.631,6.950
Mon Dec 02 21:11:52 2024,320,-19.754,-19.754,-1.376,-1.376,-1.224,14.999,8.151,2.383,14.686,10.903,-4.392,9.805,7.805,16.548,2.660,6.912
Mon Dec 02 21:11:52 2024,325,-19.764,-19.764,-1.361,-1.361,-1.212,14.920,8.120,2.367,14.696,10.911,-4.403,9.735,7.765,16.481,2.696,6.872
Mon Dec 02 21:11:52 2024,330,-19.795,-19.795,-1.352,-1.352,-1.218,14.850,8.084,2.343,14.698,10.890,-4.410,9.704,7.751,16.491,2.691,6.874
Mon Dec 02 21:11:52 2024,335,-19.833,-19.833,-1.346,-1.346,-1.231,14.787,8.047,2.316,14.697,10.858,-4.417,9.690,7.750,16.532,2.670,6.894
Mon Dec 02 21:11:52 2024,340,-19.858,-19.858,-1.347,-1.347,-1.240,14.720,8.036,2.268,14.656,10.832,-4.439,9.648,7.759,16.538,2.672,6.930
Mon Dec 02 21:11:52 2024,345,-19.856,-19.856,-1.362,-1.362,-1.236,14.654,8.091,2.175,14.535,10.830,-4.497,9.551,7.791,16.463,2.731,6.992
Mon Dec 02 21:11:52 2024,350,-19.854,-19.854,-1.375,-1.375,-1.232,14.601,8.142,2.098,14.433,10.832,-4.548,9.468,7.816,16.399,2.781,7.043
Mon Dec 02 21:11:52 2024,355,-19.866,-19.866,-1.376,-1.376,-1.232,14.597,8.169,2.094,14.450,10.854,-4.566,9.457,7.808,16.392,2.783,7.028
Mon Dec 02 21:11:52 2024,360,-19.903,-19.903,-1.357,-1.357,-1.241,14.674,8.158,2.217,14.666,10.913,-4.530,9.568,7.741,16.482,2.703,6.900
Mon Dec 02 21:11:52 2024,365,-19.930,-19.930,-1.318,-1.318,-1.245,14.720,8.156,2.308,14.815,10.952,-4.495,9.637,7.697,16.522,2.662,6.810
Mon Dec 02 21:11:52 2024,370,-19.928,-19.928,-1.234,-1.234,-1.236,14.684,8.175,2.316,14.808,10.936,-4.466,9.603,7.717,16.434,2.726,6.816
Mon Dec 02 21:11:52 2024,375,-19.927,-19.927,-1.158,-1.158,-1.228,14.650,8.192,2.324,14.802,10.922,-4.440,9.571,7.735,16.351,2.782,6.823
Mon Dec 02 21:11:52 2024,380,-19.915,-19.915,-1.168,-1.168,-1.237,14.744,8.232,2.391,14.876,10.992,-4.421,9.651,7.774,16.426,2.746,6.898
Mon Dec 02 21:11:52 2024,385,-19.900,-19.900,-1.202,-1.202,-1.251,14.873,8.276,2.474,14.967,11.084,-4.403,9.762,7.816,16.544,2.682,6.992
Mon Dec 02 21:11:52 2024,390,-19.873,-19.873,-1.259,-1.259,-1.274,14.919,8.295,2.513,15.050,11.170,-4.374,9.852,7.861,16.596,2.651,7.009
Mon Dec 02 21:11:52 2024,395,-19.839,-19.839,-1.329,-1.329,-1.303,14.849,8.275,2.486,15.104,11.228,-4.336,9.892,7.900,16.547,2.673,6.923
Mon Dec 02 21:11:52 2024,400,-19.803,-19.803,-1.404,-1.404,-1.335,14.774,8.254,2.458,15.161,11.289,-4.296,9.935,7.941,16.495,2.697,6.831
Mon Dec 02 21:11:52 2024,405,-19.831,-19.831,-1.380,-1.380,-1.381,14.779,8.249,2.441,15.180,11.248,-4.305,9.997,7.955,16.515,2.709,6.875
Mon Dec 02 21:11:52 2024,410,-19.869,-19.869,-1.341,-1.341,-1.431,14.796,8.246,2.425,15.194,11.191,-4.322,10.065,7.966,16.546,2.720,6.940
Mon Dec 02 21:11:52 2024,415,-19.866,-19.866,-1.345,-1.345,-1.431,14.791,8.227,2.449,15.208,11.172,-4.311,10.102,7.931,16.563,2.708,6.895
Mon Dec 02 21:11:52 2024,420,-19.815,-19.815,-1.397,-1.397,-1.373,14.761,8.190,2.519,15.221,11.196,-4.268,10.107,7.843,16.565,2.671,6.722
Mon Dec 02 21:11:52 2024,425,-19.776,-19.776,-1.430,-1.430,-1.323,14.730,8.165,2.573,15.217,11.218,-4.234,10.102,7.783,16.564,2.644,6.600
Mon Dec 02 21:11:52 2024,430,-19.780,-19.780,-1.374,-1.374,-1.288,14.680,8.200,2.565,15.127,11.242,-4.233,10.046,7.846,16.540,2.665,6.698
Mon Dec 02 21:11:52 2024,435,-19.790,-19.790,-1.318,-1.318,-1.269,14.626,8.226,2.543,15.049,11.258,-4.234,10.005,7.909,16.521,2.687,6.798
Mon Dec 02 21:11:52 2024,440,-19.808,-19.808,-1.285,-1.285,-1.303,14.528,8.195,2.486,15.025,11.247,-4.221,10.026,7.941,16.518,2.704,6.834
Mon Dec 02 21:11:52 2024,445,-19.831,-19.831,-1.294,-1.294,-1.397,14.399,8.096,2.396,15.081,11.203,-4.194,10.126,7.923,16.537,2.708,6.776
Mon Dec 02 21:11:52 2024,450,-19.847,-19.847,-1.304,-1.304,-1.469,14.300,8.023,2.324,15.124,11.170,-4.171,10.219,7.914,16.562,2.706,6.738
Mon Dec 02 21:11:52 2024,455,-19.819,-19.819,-1.328,-1.328,-1.412,14.390,8.105,2.360,15.095,11.195,-4.177,10.259,7.962,16.619,2.671,6.808
Mon Dec 02 21:11:52 2024,460,-19.794,-19.794,-1.346,-1.346,-1.354,14.479,8.185,2.400,15.065,11.222,-4.184,10.282,8.004,16.665,2.641,6.876
Mon Dec 02 21:11:52 2024,465,-19.756,-19.756,-1.407,-1.407,-1.318,14.540,8.211,2.402,15.048,11.213,-4.193,10.325,8.019,16.668,2.654,6.907
Mon Dec 02 21:11:52 2024,470,-19.716,-19.716,-1.490,-1.490,-1.308,14.562,8.184,2.372,15.048,11.178,-4.200,10.376,8.009,16.634,2.702,6.900
Mon Dec 02 21:11:52 2024,475,-19.697,-19.697,-1.526,-1.526,-1.302,14.568,8.151,2.348,15.048,11.144,-4.200,10.407,7.990,16.611,2.729,6.877
Mon Dec 02 21:11:52 2024,480,-19.727,-19.727,-1.460,-1.460,-1.304,14.535,8.068,2.329,15.054,11.086,-4.178,10.407,7.929,16.601,2.716,6.794
Mon Dec 02 21:11:52 2024,485,-19.759,-19.759,-1.390,-1.390,-1.306,14.501,7.990,2.313,15.060,11.032,-4.156,10.404,7.872,16.594,2.700,6.714
Mon Dec 02 21:11:52 2024,490,-19.771,-19.771,-1.360,-1.360,-1.268,14.470,7.987,2.325,14.956,11.027,-4.156,10.330,7.868,16.598,2.700,6.740
Mon Dec 02 21:11:52 2024,495,-19.777,-19.777,-1.347,-1.347,-1.226,14.444,8.008,2.345,14.837,11.036,-4.163,10.248,7.881,16.604,2.705,6.792
Mon Dec 02 21:11:52 2024,500,-19.784,-19.784,-1.336,-1.336,-1.217,14.394,8.017,2.342,14.769,11.042,-4.181,10.174,7.886,16.596,2.716,6.822
Mon Dec 02 21:11:52 2024,505,-19.797,-19.797,-1.331,-1.331,-1.295,14.288,7.990,2.283,14.847,11.040,-4.224,10.141,7.874,16.549,2.739,6.793
Mon Dec 02 21:11:52 2024,510,-19.811,-19.811,-1.327,-1.327,-1.377,14.181,7.963,2.223,14.931,11.038,-4.269,10.110,7.860,16.500,2.762,6.761
Mon Dec 02 21:11:52 2024,515,-19.829,-19.829,-1.360,-1.360,-1.381,14.165,7.974,2.231,14.948,11.039,-4.248,10.143,7.856,16.479,2.772,6.747
Mon Dec 02 21:11:52 2024,520,-19.847,-19.847,-1.400,-1.400,-1.358,14.181,7.995,2.262,14.940,11.041,-4.209,10.192,7.856,16.469,2.775,6.741
Mon Dec 02 21:11:52 2024,525,-19.865,-19.865,-1.439,-1.439,-1.336,14.198,8.017,2.292,14.932,11.042,-4.170,10.241,7.855,16.460,2.779,6.735
Mon Dec 02 21:11:52 2024,530,-19.850,-19.850,-1.335,-1.335,-1.307,14.282,8.076,2.381,14.983,11.129,-4.095,10.307,7.900,16.566,2.693,6.746
Mon Dec 02 21:11:52 2024,535,-19.836,-19.836,-1.240,-1.240,-1.285,14.357,8.128,2.462,15.036,11.205,-4.021,10.384,7.940,16.666,2.615,6.758
Mon Dec 02 21:11:52 2024,540,-19.829,-19.829,-1.222,-1.222,-1.336,14.331,8.098,2.434,15.117,11.168,-4.003,10.498,7.933,16.678,2.629,6.769
Mon Dec 02 21:11:52 2024,545,-19.821,-19.821,-1.220,-1.220,-1.405,14.281,8.050,2.382,15.206,11.105,-3.997,10.624,7.916,16.671,2.662,6.780
Mon Dec 02 21:11:52 2024,550,-19.808,-19.808,-1.249,-1.249,-1.452,14.264,8.037,2.351,15.263,11.095,-4.001,10.671,7.921,16.670,2.678,6.812
Mon Dec 02 21:11:52 2024,555,-19.789,-19.789,-1.316,-1.316,-1.453,14.300,8.081,2.360,15.255,11.166,-4.019,10.584,7.957,16.678,2.663,6.864
Mon Dec 02 21:11:52 2024,560,-19.770,-19.770,-1.385,-1.385,-1.453,14.337,8.126,2.369,15.246,11.239,-4.037,10.495,7.994,16.687,2.649,6.918
Mon Dec 02 21:11:52 2024,565,-19.766,-19.766,-1.358,-1.358,-1.407,14.304,8.084,2.347,15.151,11.152,-4.025,10.462,7.955,16.613,2.705,6.871
Mon Dec 02 21:11:52 2024,570,-19.763,-19.763,-1.326,-1.326,-1.360,14.267,8.039,2.324,15.057,11.061,-4.011,10.435,7.913,16.539,2.760,6.820
Mon Dec 02 21:11:52 2024,575,-19.735,-19.735,-1.326,-1.326,-1.342,14.246,8.006,2.331,15.038,11.013,-4.003,10.468,7.883,16.520,2.784,6.795
Mon Dec 02 21:11:52 2024,580,-19.688,-19.688,-1.358,-1.358,-1.356,14.246,7.994,2.366,15.101,11.020,-4.002,10.555,7.873,16.564,2.768,6.802
Mon Dec 02 21:11:52 2024,585,-19.649,-19.649,-1.377,-1.377,-1.365,14.240,7.982,2.396,15.145,11.028,-4.004,10.621,7.856,16.592,2.759,6.795
Mon Dec 02 21:11:52 2024,590,-19.654,-19.654,-1.328,-1.328,-1.347,14.199,7.972,2.393,15.081,11.034,-4.021,10.565,7.809,16.533,2.794,6.709
Mon Dec 02 21:11:52 2024,595,-19.666,-19.666,-1.270,-1.270,-1.326,14.155,7.962,2.386,15.002,11.039,-4.041,10.492,7.760,16.463,2.833,6.615
Mon Dec 02 21:11:52 2024,600,-19.635,-19.635,-1.354,-1.354,-1.312,14.182,7.954,2.360,15.006,11.012,-4.044,10.509,7.762,16.485,2.832,6.633
Mon Dec 02 21:11:52 2024,605,-19.578,-19.578,-1.523,-1.523,-1.306,14.254,7.947,2.322,15.066,10.967,-4.038,10.583,7.796,16.567,2.804,6.725
Mon Dec 02 21:11:52 2024,610,-19.539,-19.539,-1.649,-1.649,-1.310,14.332,7.952,2.284,15.119,10.924,-4.040,10.651,7.822,16.628,2.787,6.807
Mon Dec 02 21:11:52 2024,615,-19.589,-19.589,-1.549,-1.549,-1.356,14.397,8.001,2.258,15.124,10.912,-4.079,10.660,7.799,16.574,2.832,6.811
Mon Dec 02 21:11:52 2024,620,-19.632,-19.632,-1.455,-1.455,-1.402,14.445,8.049,2.236,15.118,10.906,-4.117,10.661,7.785,16.512,2.885,6.817
Mon Dec 02 21:11:52 2024,625,-19.640,-19.640,-1.417,-1.417,-1.430,14.448,8.076,2.227,15.095,10.914,-4.135,10.652,7.792,16.464,2.927,6.826
Mon Dec 02 21:11:52 2024,630,-19.580,-19.580,-1.483,-1.483,-1.428,14.357,8.068,2.244,15.030,10.951,-4.122,10.614,7.848,16.426,2.965,6.844
Mon Dec 02 21:11:52 2024,635,-19.538,-19.538,-1.526,-1.526,-1.414,14.284,8.055,2.259,14.966,10.978,-4.114,10.550,7.879,16.386,3.000,6.847
Mon Dec 02 21:11:52 2024,640,-19.552,-19.552,-1.506,-1.506,-1.365,14.259,8.024,2.264,14.903,10.970,-4.126,10.405,7.832,16.336,3.024,6.803
Mon Dec 02 21:11:52 2024,645,-19.562,-19.562,-1.490,-1.490,-1.328,14.240,8.001,2.268,14.855,10.963,-4.134,10.296,7.796,16.299,3.042,6.770
Mon Dec 02 21:11:52 2024,650,-19.562,-19.562,-1.470,-1.470,-1.310,14.340,8.070,2.286,14.866,11.003,-4.097,10.377,7.855,16.367,2.994,6.848
Mon Dec 02 21:11:52 2024,655,-19.556,-19.556,-1.452,-1.452,-1.306,14.469,8.165,2.307,14.899,11.055,-4.047,10.525,7.942,16.464,2.925,6.956
Mon Dec 02 21:11:52 2024,660,-19.547,-19.547,-1.441,-1.441,-1.318,14.526,8.223,2.309,14.923,11.078,-4.027,10.607,7.986,16.507,2.904,7.027
Mon Dec 02 21:11:52 2024,665,-19.536,-19.536,-1.441,-1.441,-1.346,14.473,8.217,2.287,14.927,11.058,-4.053,10.579,7.962,16.463,2.950,7.027
Mon Dec 02 21:11:52 2024,670,-19.525,-19.525,-1.442,-1.442,-1.375,14.417,8.210,2.263,14.931,11.037,-4.081,10.549,7.936,16.418,3.000,7.028
Mon Dec 02 21:11:52 2024,675,-19.520,-19.520,-1.430,-1.430,-1.370,14.443,8.166,2.269,14.926,10.999,-4.102,10.521,7.901,16.405,3.015,6.981
Mon Dec 02 21:11:52 2024,680,-19.517,-19.517,-1.416,-1.416,-1.360,14.483,8.113,2.280,14.919,10.957,-4.122,10.493,7.863,16.397,3.025,6.926
Mon Dec 02 21:11:52 2024,685,-19.499,-19.499,-1.424,-1.424,-1.348,14.526,8.077,2.272,14.911,10.907,-4.115,10.513,7.835,16.382,3.036,6.873
Mon Dec 02 21:11:52 2024,690,-19.449,-19.449,-1.477,-1.477,-1.332,14.578,8.069,2.221,14.897,10.831,-4.048,10.638,7.821,16.349,3.051,6.815
Mon Dec 02 21:11:52 2024,695,-19.412,-19.412,-1.517,-1.517,-1.320,14.617,8.063,2.183,14.887,10.774,-3.998,10.731,7.810,16.324,3.061,6.772
Mon Dec 02 21:11:52 2024,700,-19.464,-19.464,-1.436,-1.436,-1.297,14.626,8.098,2.168,14.975,10.869,-3.973,10.791,7.866,16.379,3.038,6.839
