Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Mon Dec 02 20:51:14 2024,400,49.000,47.000,291.000,194.000,68.000,116.000,136.000,82.000
Mon Dec 02 20:51:14 2024,405,48.483,47.517,279.448,182.103,67.655,121.862,154.103,77.000
Mon Dec 02 20:51:14 2024,410,47.966,48.034,267.897,170.207,67.310,127.724,172.207,72.000
Mon Dec 02 20:51:14 2024,415,47.448,48.552,256.345,158.310,66.966,133.586,190.310,67.000
Mon Dec 02 20:51:14 2024,420,46.931,49.069,244.793,146.414,66.621,139.448,208.414,62.000
Mon Dec 02 20:51:14 2024,425,46.414,49.586,233.241,134.517,66.276,145.310,226.517,57.000
Mon Dec 02 20:51:14 2024,430,49.000,55.000,351.000,184.000,57.000,98.000,74.000,58.000
Mon Dec 02 20:51:14 2024,435,52.889,52.444,181.889,153.778,66.778,154.889,144.111,55.333
Mon Dec 02 20:51:14 2024,440,52.704,51.519,178.370,165.074,64.741,156.370,135.963,54.222
Mon Dec 02 20:51:14 2024,445,52.519,50.593,174.852,176.370,62.704,157.852,127.815,53.111
Mon Dec 02 20:51:14 2024,450,52.333,49.667,171.333,187.667,60.667,159.333,119.667,52.000
Mon Dec 02 20:51:14 2024,455,52.148,48.741,167.815,198.963,58.630,160.815,111.519,50.889
Mon Dec 02 20:51:14 2024,460,45.000,50.000,150.000,107.000,65.000,155.000,64.000,55.000
Mon Dec 02 20:51:14 2024,465,45.714,49.464,143.393,115.929,64.643,149.286,78.286,55.000
Mon Dec 02 20:51:14 2024,470,46.429,48.929,136.786,124.857,64.286,143.571,92.571,55.000
Mon Dec 02 20:51:14 2024,475,47.143,48.393,130.179,133.786,63.929,137.857,106.857,55.000
Mon Dec 02 20:51:14 2024,480,47.857,47.857,123.571,142.714,63.571,132.143,121.143,55.000
Mon Dec 02 20:51:14 2024,485,48.571,47.321,116.964,151.643,63.214,126.429,135.429,55.000
Mon Dec 02 20:51:14 2024,490,50.000,39.000,245.000,120.000,64.000,132.000,168.000,58.000
Mon Dec 02 20:51:14 2024,495,50.357,41.321,241.071,108.929,62.929,145.393,175.679,57.107
Mon Dec 02 20:51:14 2024,500,50.714,43.643,237.143,97.857,61.857,158.786,183.357,56.214
Mon Dec 02 20:51:14 2024,505,51.071,45.964,233.214,86.786,60.786,172.179,191.036,55.321
Mon Dec 02 20:51:14 2024,510,51.429,48.286,229.286,75.714,59.714,185.571,198.714,54.429
Mon Dec 02 20:51:14 2024,515,51.786,50.607,225.357,64.643,58.643,198.964,206.393,53.536
Mon Dec 02 20:51:14 2024,520,50.000,46.000,196.000,173.000,67.000,148.000,141.000,48.000
Mon Dec 02 20:51:14 2024,525,48.857,46.714,92.571,186.000,58.571,112.571,138.143,51.429
Mon Dec 02 20:51:14 2024,530,47.429,47.607,127.036,191.000,58.036,108.286,139.571,51.964
Mon Dec 02 20:51:14 2024,535,46.000,48.500,161.500,196.000,57.500,104.000,141.000,52.500
Mon Dec 02 20:51:14 2024,540,44.571,49.393,195.964,201.000,56.964,99.714,142.429,53.036
Mon Dec 02 20:51:14 2024,545,43.143,50.286,230.429,206.000,56.429,95.429,143.857,53.571
Mon Dec 02 20:51:14 2024,550,47.000,49.000,194.000,87.000,68.000,82.000,111.000,55.000
Mon Dec 02 20:51:14 2024,555,48.034,49.690,200.379,98.207,67.138,85.793,149.793,55.690
Mon Dec 02 20:51:14 2024,560,49.069,50.379,206.759,109.414,66.276,89.586,188.586,56.379
Mon Dec 02 20:51:14 2024,565,50.103,51.069,213.138,120.621,65.414,93.379,227.379,57.069
Mon Dec 02 20:51:14 2024,570,51.138,51.759,219.517,131.828,64.552,97.172,266.172,57.759
Mon Dec 02 20:51:14 2024,575,52.172,52.448,225.897,143.034,63.690,100.966,304.966,58.448
Mon Dec 02 20:51:14 2024,580,49.000,50.000,234.000,53.000,66.000,129.000,55.000,42.000
Mon Dec 02 20:51:14 2024,585,50.714,46.571,288.571,166.143,59.714,129.000,123.857,53.714
Mon Dec 02 20:51:14 2024,590,49.107,46.036,288.036,167.571,60.607,122.750,112.429,52.107
Mon Dec 02 20:51:14 2024,595,47.500,45.500,287.500,169.000,61.500,116.500,101.000,50.500
Mon Dec 02 20:51:14 2024,600,45.893,44.964,286.964,170.429,62.393,110.250,89.571,48.893
Mon Dec 02 20:51:14 2024,605,44.286,44.429,286.429,171.857,63.286,104.000,78.143,47.286
Mon Dec 02 20:51:14 2024,610,54.000,47.000,237.000,108.000,65.000,190.000,134.000,56.000
Mon Dec 02 20:51:14 2024,615,52.966,47.345,218.034,114.379,64.655,167.069,124.000,56.517
Mon Dec 02 20:51:14 2024,620,51.931,47.690,199.069,120.759,64.310,144.138,114.000,57.034
Mon Dec 02 20:51:14 2024,625,50.897,48.034,180.103,127.138,63.966,121.207,104.000,57.552
Mon Dec 02 20:51:14 2024,630,49.862,48.379,161.138,133.517,63.621,98.276,94.000,58.069
Mon Dec 02 20:51:14 2024,635,48.828,48.724,142.172,139.897,63.276,75.345,84.000,58.586
Mon Dec 02 20:51:14 2024,640,49.000,52.000,165.000,192.000,70.000,145.000,54.000,23.000
Mon Dec 02 20:51:14 2024,645,45.333,42.889,60.667,69.889,59.889,109.222,82.667,55.000
Mon Dec 02 20:51:14 2024,650,45.889,44.370,81.778,78.037,61.370,121.259,87.111,56.667
Mon Dec 02 20:51:14 2024,655,46.444,45.852,102.889,86.185,62.852,133.296,91.556,58.333
Mon Dec 02 20:51:14 2024,660,47.000,47.333,124.000,94.333,64.333,145.333,96.000,60.000
Mon Dec 02 20:51:14 2024,665,47.556,48.815,145.111,102.481,65.815,157.370,100.444,61.667
Mon Dec 02 20:51:14 2024,670,53.000,44.000,227.000,147.000,67.000,104.000,136.000,53.000
Mon Dec 02 20:51:14 2024,675,43.148,47.259,200.037,115.481,65.333,128.926,118.296,53.556
Mon Dec 02 20:51:14 2024,680,43.333,46.333,181.333,107.333,67.000,126.333,113.667,53.000
Mon Dec 02 20:51:14 2024,685,43.519,45.407,162.630,99.185,68.667,123.741,109.037,52.444
Mon Dec 02 20:51:14 2024,690,43.704,44.481,143.926,91.037,70.333,121.148,104.407,51.889
