Timestamp,Millis,thumb_tm_aa,thumb_tm_flex,thumb_mcp_aa,thumb_mcp_flex,index_mcp_aa,index_mcp_flex,index_pip,middle_mcp_aa,middle_mcp_flex,middle_pip,ring_mcp_aa,ring_mcp_flex,ring_pip,little_mcp_aa,little_mcp_flex,little_pip
Mon Dec 02 20:58:07 2024,535,-27.662,-27.662,4.214,4.214,-1.486,21.511,7.507,2.279,16.398,9.778,-5.291,10.693,6.352,12.710,5.273,4.932
Mon Dec 02 20:58:07 2024,540,-27.629,-27.629,4.191,4.191,-1.471,21.505,7.534,2.300,16.380,9.810,-5.254,10.740,6.360,12.688,5.287,4.874
Mon Dec 02 20:58:07 2024,545,-27.591,-27.591,4.165,4.165,-1.453,18.507,7.557,2.323,16.377,9.844,-5.221,10.794,6.374,12.668,5.304,4.829
Mon Dec 02 20:58:07 2024,550,-27.560,-27.560,4.140,4.140,-1.434,21.460,7.548,2.330,16.433,9.865,-5.230,10.848,6.406,12.672,5.324,4.872
Mon Dec 02 20:58:07 2024,555,-27.528,-27.528,4.116,4.116,-1.414,21.427,7.538,2.338,16.492,9.887,-5.240,10.904,6.441,12.676,5.345,4.917
Mon Dec 02 20:58:07 2024,560,-27.556,-27.556,4.143,4.143,-1.417,21.431,7.572,2.293,16.515,9.944,-5.247,10.924,6.509,12.741,5.336,5.020
Mon Dec 02 20:58:07 2024,565,-27.606,-27.606,4.188,4.188,-1.428,21.445,7.624,2.228,16.530,10.018,-5.254,10.937,6.595,12.834,5.316,5.155
Mon Dec 02 20:58:07 2024,570,-27.641,-27.641,4.213,4.213,-1.438,21.465,7.630,2.184,16.521,10.037,-5.236,10.979,6.649,12.903,5.283,5.223
Mon Dec 02 20:58:07 2024,575,-27.648,-27.648,4.197,4.197,-1.443,18.501,7.560,2.185,16.475,9.960,-5.182,11.062,6.638,12.921,5.238,5.168
Mon Dec 02 20:58:07 2024,580,-27.655,-27.655,4.177,4.177,-1.447,18.459,7.490,2.188,16.428,9.884,-5.124,11.153,6.629,12.942,5.188,5.110
Mon Dec 02 20:58:07 2024,585,-27.655,-27.655,4.138,4.138,-1.411,18.523,7.593,2.228,16.490,10.001,-5.115,11.201,6.676,12.969,5.198,5.134
Mon Dec 02 20:58:07 2024,590,-27.654,-27.654,4.098,4.098,-1.370,19.986,7.724,2.272,16.564,10.146,-5.116,11.238,6.730,12.994,5.216,5.173
Mon Dec 02 20:58:07 2024,595,-27.642,-27.642,4.066,4.066,-1.366,21.389,7.761,2.270,16.555,10.154,-5.100,11.279,6.753,12.990,5.228,5.189
Mon Dec 02 20:58:07 2024,600,-27.623,-27.623,4.038,4.038,-1.390,21.414,7.726,2.232,16.481,10.055,-5.069,11.326,6.752,12.960,5.234,5.188
Mon Dec 02 20:58:07 2024,605,-27.613,-27.613,4.035,4.035,-1.401,21.425,7.712,2.205,16.433,9.992,-5.056,11.345,6.748,12.945,5.231,5.190
Mon Dec 02 20:58:07 2024,610,-27.630,-27.630,4.099,4.099,-1.374,21.396,7.749,2.203,16.462,10.025,-5.095,11.286,6.738,12.967,5.201,5.202
Mon Dec 02 20:58:07 2024,615,-27.650,-27.650,4.171,4.171,-1.343,21.362,7.790,2.206,16.499,10.067,-5.139,11.218,6.725,12.991,5.170,5.214
Mon Dec 02 20:58:07 2024,620,-27.639,-27.639,4.162,4.162,-1.342,21.361,7.735,2.220,16.506,10.061,-5.135,11.206,6.700,12.948,5.226,5.176
Mon Dec 02 20:58:07 2024,625,-27.612,-27.612,4.115,4.115,-1.357,21.376,7.630,2.240,16.498,10.029,-5.106,11.222,6.669,12.868,5.327,5.114
Mon Dec 02 20:58:07 2024,630,-27.600,-27.600,4.097,4.097,-1.368,21.390,7.592,2.250,16.498,10.026,-5.082,11.244,6.666,12.822,5.382,5.092
Mon Dec 02 20:58:07 2024,635,-27.610,-27.610,4.130,4.130,-1.375,21.402,7.662,2.243,16.509,10.070,-5.067,11.277,6.708,12.831,5.361,5.137
Mon Dec 02 20:58:07 2024,640,-27.624,-27.624,4.151,4.151,-1.369,21.398,7.736,2.243,16.517,10.112,-5.049,11.312,6.749,12.856,5.333,5.185
Mon Dec 02 20:58:07 2024,645,-27.641,-27.641,4.107,4.107,-1.318,21.331,7.766,2.274,16.505,10.117,-5.031,11.329,6.754,12.924,5.298,5.208
Mon Dec 02 20:58:07 2024,650,-27.655,-27.655,4.051,4.051,-1.261,21.265,7.777,2.309,16.490,10.109,-5.015,11.338,6.746,12.992,5.267,5.219
Mon Dec 02 20:58:07 2024,655,-27.667,-27.667,4.026,4.026,-1.272,21.275,7.733,2.316,16.504,10.065,-5.028,11.280,6.670,12.961,5.269,5.142
Mon Dec 02 20:58:07 2024,660,-27.671,-27.671,4.042,4.042,-1.351,21.365,7.642,2.292,16.546,9.995,-5.067,11.167,6.542,12.829,5.304,4.991
Mon Dec 02 20:58:07 2024,665,-27.671,-27.671,4.052,4.052,-1.408,21.432,7.584,2.276,16.582,9.940,-5.094,11.088,6.440,12.720,5.331,4.866
Mon Dec 02 20:58:07 2024,670,-27.653,-27.653,4.042,4.042,-1.360,21.370,7.668,2.295,16.579,9.962,-5.062,11.176,6.477,12.732,5.324,4.876
Mon Dec 02 20:58:07 2024,675,-27.636,-27.636,4.030,4.030,-1.309,21.311,7.754,2.314,16.574,9.986,-5.028,11.264,6.518,12.750,5.318,4.892
Mon Dec 02 20:58:07 2024,680,-27.660,-27.660,4.071,4.071,-1.314,21.315,7.811,2.313,16.608,10.113,-5.041,11.260,6.575,12.754,5.370,4.950
Mon Dec 02 20:58:07 2024,685,-27.691,-27.691,4.120,4.120,-1.335,21.340,7.842,2.304,16.646,10.242,-5.066,11.228,6.624,12.753,5.430,5.006
Mon Dec 02 20:58:07 2024,690,-27.710,-27.710,4.140,4.140,-1.355,21.363,7.860,2.288,16.675,10.302,-5.089,11.201,6.632,12.770,5.464,5.038
Mon Dec 02 20:58:07 2024,695,-27.696,-27.696,4.092,4.092,-1.363,21.368,7.838,2.262,16.671,10.189,-5.101,11.198,6.554,12.817,5.434,4.998
Mon Dec 02 20:58:07 2024,700,-27.686,-27.686,4.053,4.053,-1.376,21.381,7.813,2.235,16.672,10.099,-5.115,11.196,6.496,12.849,5.416,4.969
Mon Dec 02 20:58:07 2024,705,-27.698,-27.698,4.064,4.064,-1.426,21.437,7.750,2.181,16.701,10.120,-5.145,11.198,6.539,12.796,5.481,5.003
Mon Dec 02 20:58:07 2024,710,-27.715,-27.715,4.086,4.086,-1.478,21.497,7.688,2.129,16.733,10.167,-5.175,11.201,6.602,12.727,5.558,5.047
Mon Dec 02 20:58:07 2024,715,-27.711,-27.711,4.087,4.087,-1.500,21.520,7.672,2.099,16.768,10.179,-5.136,11.299,6.643,12.723,5.570,5.066
Mon Dec 02 20:58:07 2024,720,-27.685,-27.685,4.062,4.062,-1.486,21.496,7.710,2.100,16.799,10.149,-5.030,11.479,6.651,12.790,5.510,5.052
Mon Dec 02 20:58:07 2024,725,-27.665,-27.665,4.048,4.048,-1.473,21.477,7.744,2.106,16.831,10.142,-4.970,11.592,6.656,12.844,5.468,5.048
Mon Dec 02 20:58:07 2024,730,-27.657,-27.657,4.067,4.067,-1.459,21.464,7.770,2.129,16.872,10.221,-5.068,11.482,6.652,12.861,5.488,5.080
Mon Dec 02 20:58:07 2024,735,-27.648,-27.648,4.091,4.091,-1.442,21.449,7.802,2.158,16.920,10.316,-5.186,11.348,6.646,12.882,5.513,5.119
Mon Dec 02 20:58:07 2024,740,-27.690,-27.690,4.145,4.145,-1.464,21.477,7.804,2.091,16.880,10.278,-5.217,11.307,6.665,12.860,5.507,5.153
Mon Dec 02 20:58:07 2024,745,-27.737,-27.737,4.199,4.199,-1.490,21.513,7.802,2.013,16.821,10.220,-5.230,11.288,6.687,12.832,5.495,5.182
Mon Dec 02 20:58:07 2024,750,-27.763,-27.763,4.220,4.220,-1.519,21.550,7.774,1.956,16.793,10.174,-5.227,11.306,6.702,12.801,5.501,5.187
Mon Dec 02 20:58:07 2024,755,-27.742,-27.742,4.174,4.174,-1.543,21.575,7.713,1.954,16.836,10.165,-5.199,11.384,6.701,12.776,5.533,5.146
Mon Dec 02 20:58:07 2024,760,-27.718,-27.718,4.126,4.126,-1.562,21.592,7.664,1.958,16.881,10.163,-5.174,11.463,6.701,12.754,5.565,5.108
Mon Dec 02 20:58:07 2024,765,-27.672,-27.672,4.085,4.085,-1.526,21.532,7.746,2.009,16.929,10.229,-5.194,11.517,6.716,12.784,5.571,5.120
Mon Dec 02 20:58:07 2024,770,-27.627,-27.627,4.050,4.050,-1.483,21.483,7.844,2.063,16.969,10.301,-5.221,11.562,6.730,12.819,5.572,5.139
Mon Dec 02 20:58:07 2024,775,-27.639,-27.639,4.069,4.069,-1.466,21.467,7.874,2.087,16.986,10.352,-5.218,11.533,6.725,12.781,5.571,5.106
Mon Dec 02 20:58:07 2024,780,-27.683,-27.683,4.117,4.117,-1.468,21.467,7.860,2.092,16.989,10.386,-5.199,11.466,6.709,12.707,5.569,5.048
Mon Dec 02 20:58:07 2024,785,-27.718,-27.718,4.142,4.142,-1.475,21.479,7.836,2.096,16.988,10.397,-5.189,11.404,6.685,12.661,5.554,4.999
Mon Dec 02 20:58:07 2024,790,-27.718,-27.718,4.102,4.102,-1.495,21.500,7.794,2.094,16.980,10.344,-5.204,11.384,6.653,12.710,5.513,4.997
Mon Dec 02 20:58:07 2024,795,-27.713,-27.713,4.051,4.051,-1.519,21.524,7.745,2.091,16.969,10.280,-5.223,11.367,6.617,12.773,5.467,5.000
Mon Dec 02 20:58:07 2024,800,-27.734,-27.734,4.138,4.138,-1.482,21.482,7.843,2.171,17.005,10.382,-5.191,11.489,6.699,12.863,5.434,5.074
Mon Dec 02 20:58:07 2024,805,-27.760,-27.760,4.244,4.244,-1.438,21.442,7.960,2.262,17.038,10.508,-5.151,11.629,6.797,12.951,5.405,5.156
Mon Dec 02 20:58:07 2024,810,-27.754,-27.754,4.233,4.233,-1.448,21.452,7.976,2.271,17.080,10.556,-5.138,11.670,6.836,12.972,5.408,5.192
Mon Dec 02 20:58:07 2024,815,-27.717,-27.717,4.105,4.105,-1.512,21.511,7.889,2.197,17.132,10.523,-5.151,11.608,6.812,12.925,5.445,5.178
Mon Dec 02 20:58:07 2024,820,-27.690,-27.690,4.004,4.004,-1.562,21.564,7.820,2.134,17.170,10.492,-5.180,11.531,6.779,12.870,5.487,5.159
Mon Dec 02 20:58:07 2024,825,-27.694,-27.694,3.999,3.999,-1.566,21.566,7.819,2.116,17.158,10.475,-5.251,11.430,6.724,12.806,5.533,5.128
