Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Mon Dec 02 21:01:49 2024,300,50.000,39.000,200.000,114.000,64.000,145.000,117.000,55.000
Mon Dec 02 21:01:49 2024,305,49.821,40.429,181.429,122.393,64.179,135.536,138.607,54.643
Mon Dec 02 21:01:49 2024,310,49.643,41.857,162.857,130.786,64.357,126.071,160.214,54.286
Mon Dec 02 21:01:49 2024,315,49.464,43.286,144.286,139.179,64.536,116.607,181.821,53.929
Mon Dec 02 21:01:49 2024,320,49.286,44.714,125.714,147.571,64.714,107.143,203.429,53.571
Mon Dec 02 21:01:49 2024,325,49.107,46.143,107.143,155.964,64.893,97.679,225.036,53.214
Mon Dec 02 21:01:49 2024,330,49.000,49.000,272.000,157.000,67.000,100.000,224.000,54.000
Mon Dec 02 21:01:49 2024,335,49.000,48.655,239.586,150.966,67.000,112.931,204.517,54.690
Mon Dec 02 21:01:49 2024,340,49.000,48.310,207.172,144.931,67.000,125.862,185.034,55.379
Mon Dec 02 21:01:49 2024,345,49.000,47.966,174.759,138.897,67.000,138.793,165.552,56.069
Mon Dec 02 21:01:49 2024,350,49.000,47.621,142.345,132.862,67.000,151.724,146.069,56.759
Mon Dec 02 21:01:49 2024,355,49.000,47.276,109.931,126.828,67.000,164.655,126.586,57.448
Mon Dec 02 21:01:49 2024,360,51.000,61.000,493.000,97.000,68.000,128.000,146.000,58.000
Mon Dec 02 21:01:49 2024,365,50.643,58.679,428.893,114.679,68.000,129.964,134.036,56.929
Mon Dec 02 21:01:49 2024,370,50.286,56.357,364.786,132.357,68.000,131.929,122.071,55.857
Mon Dec 02 21:01:49 2024,375,49.929,54.036,300.679,150.036,68.000,133.893,110.107,54.786
Mon Dec 02 21:01:49 2024,380,49.571,51.714,236.571,167.714,68.000,135.857,98.143,53.714
Mon Dec 02 21:01:49 2024,385,49.214,49.393,172.464,185.393,68.000,137.821,86.179,52.643
Mon Dec 02 21:01:49 2024,390,45.000,49.000,488.000,170.000,59.000,179.000,169.000,53.000
Mon Dec 02 21:01:49 2024,395,50.320,40.040,129.160,140.560,58.480,91.840,119.720,49.400
Mon Dec 02 21:01:49 2024,400,51.120,42.640,149.560,131.960,59.680,86.440,131.520,50.400
Mon Dec 02 21:01:49 2024,405,51.920,45.240,169.960,123.360,60.880,81.040,143.320,51.400
Mon Dec 02 21:01:49 2024,410,52.720,47.840,190.360,114.760,62.080,75.640,155.120,52.400
Mon Dec 02 21:01:49 2024,415,53.520,50.440,210.760,106.160,63.280,70.240,166.920,53.400
Mon Dec 02 21:01:49 2024,420,40.103,48.793,256.966,174.517,59.276,179.690,147.483,50.172
Mon Dec 02 21:01:49 2024,425,40.621,47.759,226.793,157.103,60.655,193.138,159.897,51.034
Mon Dec 02 21:01:49 2024,430,41.138,46.724,196.621,139.690,62.034,206.586,172.310,51.897
Mon Dec 02 21:01:49 2024,435,41.655,45.690,166.448,122.276,63.414,220.034,184.724,52.759
Mon Dec 02 21:01:49 2024,440,42.172,44.655,136.276,104.862,64.793,233.483,197.138,53.621
Mon Dec 02 21:01:49 2024,445,42.690,43.621,106.103,87.448,66.172,246.931,209.552,54.483
Mon Dec 02 21:01:49 2024,450,53.000,55.000,105.000,108.000,66.000,152.000,71.000,54.000
Mon Dec 02 21:01:49 2024,455,53.920,41.280,223.480,158.000,63.200,195.560,184.800,56.000
Mon Dec 02 21:01:49 2024,460,53.520,42.680,205.880,158.000,64.200,168.360,158.800,56.000
Mon Dec 02 21:01:49 2024,465,53.120,44.080,188.280,158.000,65.200,141.160,132.800,56.000
Mon Dec 02 21:01:49 2024,470,52.720,45.480,170.680,158.000,66.200,113.960,106.800,56.000
Mon Dec 02 21:01:49 2024,475,52.320,46.880,153.080,158.000,67.200,86.760,80.800,56.000
Mon Dec 02 21:01:49 2024,480,51.000,48.000,190.000,203.000,63.000,218.000,150.000,55.000
Mon Dec 02 21:01:49 2024,485,47.429,49.429,251.571,160.429,63.143,122.286,205.286,54.571
Mon Dec 02 21:01:49 2024,490,46.714,48.714,274.786,157.214,64.571,112.643,191.893,54.036
Mon Dec 02 21:01:49 2024,495,46.000,48.000,298.000,154.000,66.000,103.000,178.500,53.500
Mon Dec 02 21:01:49 2024,500,45.286,47.286,321.214,150.786,67.429,93.357,165.107,52.964
Mon Dec 02 21:01:49 2024,505,44.571,46.571,344.429,147.571,68.857,83.714,151.714,52.429
Mon Dec 02 21:01:49 2024,510,47.000,47.333,314.667,138.333,68.333,74.000,124.333,52.667
Mon Dec 02 21:01:49 2024,515,49.231,49.538,375.769,133.000,64.077,72.154,57.923,79.846
Mon Dec 02 21:01:49 2024,520,49.808,50.885,312.692,140.500,64.269,85.038,67.731,74.462
Mon Dec 02 21:01:49 2024,525,50.385,52.231,249.615,148.000,64.462,97.923,77.538,69.077
Mon Dec 02 21:01:49 2024,530,50.962,53.577,186.538,155.500,64.654,110.808,87.346,63.692
Mon Dec 02 21:01:49 2024,535,51.538,54.923,123.462,163.000,64.846,123.692,97.154,58.308
Mon Dec 02 21:01:49 2024,540,52.000,55.250,92.500,172.000,63.500,134.250,118.000,55.000
Mon Dec 02 21:01:49 2024,545,49.333,50.333,373.000,175.667,65.000,148.333,128.333,50.667
Mon Dec 02 21:01:49 2024,550,42.000,48.700,165.900,216.000,67.400,162.800,159.200,47.000
Mon Dec 02 21:01:49 2024,555,42.000,47.950,165.650,181.000,65.900,147.300,154.700,47.000
Mon Dec 02 21:01:49 2024,560,42.000,47.200,165.400,146.000,64.400,131.800,150.200,47.000
Mon Dec 02 21:01:49 2024,565,42.000,46.450,165.150,111.000,62.900,116.300,145.700,47.000
Mon Dec 02 21:01:49 2024,570,47.207,48.931,162.655,216.690,63.966,68.552,170.966,51.138
Mon Dec 02 21:01:49 2024,575,48.241,48.586,220.931,200.138,63.793,71.310,195.793,51.828
Mon Dec 02 21:01:49 2024,580,49.276,48.241,279.207,183.586,63.621,74.069,220.621,52.517
Mon Dec 02 21:01:49 2024,585,50.310,47.897,337.483,167.034,63.448,76.828,245.448,53.207
Mon Dec 02 21:01:49 2024,590,51.345,47.552,395.759,150.483,63.276,79.586,270.276,53.897
Mon Dec 02 21:01:49 2024,595,52.379,47.207,454.034,133.931,63.103,82.345,295.103,54.586
Mon Dec 02 21:01:49 2024,600,54.000,55.000,219.000,135.000,63.000,119.000,66.000,59.000
Mon Dec 02 21:01:49 2024,605,53.821,53.571,211.500,152.321,62.643,115.786,83.321,57.750
Mon Dec 02 21:01:49 2024,610,53.643,52.143,204.000,169.643,62.286,112.571,100.643,56.500
Mon Dec 02 21:01:49 2024,615,53.464,50.714,196.500,186.964,61.929,109.357,117.964,55.250
Mon Dec 02 21:01:49 2024,620,53.286,49.286,189.000,204.286,61.571,106.143,135.286,54.000
Mon Dec 02 21:01:49 2024,625,53.107,47.857,181.500,221.607,61.214,102.929,152.607,52.750
Mon Dec 02 21:01:49 2024,630,49.000,45.000,149.000,134.000,63.000,132.000,228.000,51.000
Mon Dec 02 21:01:49 2024,635,56.538,49.000,163.615,94.654,61.654,96.192,155.077,52.462
Mon Dec 02 21:01:49 2024,640,55.769,49.000,156.308,119.077,61.077,119.846,143.538,53.231
Mon Dec 02 21:01:49 2024,645,55.000,49.000,149.000,143.500,60.500,143.500,132.000,54.000
Mon Dec 02 21:01:49 2024,650,54.231,49.000,141.692,167.923,59.923,167.154,120.462,54.769
Mon Dec 02 21:01:49 2024,655,53.462,49.000,134.385,192.346,59.346,190.808,108.923,55.538
Mon Dec 02 21:01:49 2024,660,48.000,50.000,219.000,61.000,59.000,149.000,59.000,58.000
Mon Dec 02 21:01:49 2024,665,48.000,49.828,264.172,84.276,60.897,144.690,60.034,56.966
Mon Dec 02 21:01:49 2024,670,48.000,49.655,309.345,107.552,62.793,140.379,61.069,55.931
Mon Dec 02 21:01:49 2024,675,48.000,49.483,354.517,130.828,64.690,136.069,62.103,54.897
Mon Dec 02 21:01:49 2024,680,48.000,49.310,399.690,154.103,66.586,131.759,63.138,53.862
Mon Dec 02 21:01:49 2024,685,48.000,49.138,444.862,177.379,68.483,127.448,64.172,52.828
Mon Dec 02 21:01:49 2024,690,51.000,55.000,193.000,120.000,64.000,93.000,149.000,58.000
Mon Dec 02 21:01:49 2024,695,48.556,47.889,193.667,112.444,65.111,117.111,110.111,48.556
Mon Dec 02 21:01:49 2024,700,49.481,46.037,203.111,101.519,65.296,122.296,118.630,49.481
Mon Dec 02 21:01:49 2024,705,50.407,44.185,212.556,90.593,65.481,127.481,127.148,50.407
Mon Dec 02 21:01:49 2024,710,51.333,42.333,222.000,79.667,65.667,132.667,135.667,51.333
Mon Dec 02 21:01:49 2024,715,52.259,40.481,231.444,68.741,65.852,137.852,144.185,52.259
Mon Dec 02 21:01:49 2024,720,45.000,47.000,270.000,83.000,65.000,121.000,142.000,61.000
