Timestamp,Millis,Myo0,Myo1,Myo2,Myo3,Myo4,Myo5,Myo6,Myo7
Mon Dec 02 20:44:41 2024,5,44.000,40.000,84.000,118.000,62.000,205.000,124.000,52.000
Mon Dec 02 20:44:41 2024,10,46.429,46.143,133.286,129.000,55.000,116.857,120.857,54.429
Mon Dec 02 20:44:41 2024,15,46.964,45.071,142.393,145.250,56.250,114.179,106.929,54.964
Mon Dec 02 20:44:41 2024,20,47.500,44.000,151.500,161.500,57.500,111.500,93.000,55.500
Mon Dec 02 20:44:41 2024,25,48.036,42.929,160.607,177.750,58.750,108.821,79.071,56.036
Mon Dec 02 20:44:41 2024,30,48.571,41.857,169.714,194.000,60.000,106.143,65.143,56.571
Mon Dec 02 20:44:41 2024,35,46.000,40.000,150.000,94.000,64.000,68.000,80.000,50.000
Mon Dec 02 20:44:41 2024,40,42.706,43.294,59.529,133.235,64.118,165.588,80.412,61.941
Mon Dec 02 20:44:41 2024,45,43.588,44.912,61.441,128.529,64.265,151.324,92.176,60.618
Mon Dec 02 20:44:41 2024,50,44.471,46.529,63.353,123.824,64.412,137.059,103.941,59.294
Mon Dec 02 20:44:41 2024,55,45.353,48.147,65.265,119.118,64.559,122.794,115.706,57.971
Mon Dec 02 20:44:41 2024,60,46.235,49.765,67.176,114.412,64.706,108.529,127.471,56.647
Mon Dec 02 20:44:41 2024,65,47.118,51.382,69.088,109.706,64.853,94.265,139.235,55.324
Mon Dec 02 20:44:41 2024,70,48.000,53.000,71.000,105.000,65.000,80.000,151.000,54.000
Mon Dec 02 20:44:41 2024,75,40.200,43.200,159.300,99.700,55.300,87.500,121.600,54.000
Mon Dec 02 20:44:41 2024,80,43.200,43.700,165.050,123.950,58.550,106.250,143.100,54.000
Mon Dec 02 20:44:41 2024,85,46.200,44.200,170.800,148.200,61.800,125.000,164.600,54.000
Mon Dec 02 20:44:41 2024,90,49.200,44.700,176.550,172.450,65.050,143.750,186.100,54.000
Mon Dec 02 20:44:41 2024,95,50.429,47.000,170.857,170.143,65.000,154.429,188.143,54.000
Mon Dec 02 20:44:41 2024,100,49.000,52.000,148.000,128.000,60.000,153.000,161.000,54.000
Mon Dec 02 20:44:41 2024,105,50.375,41.625,144.500,102.125,65.375,192.000,246.375,48.875
Mon Dec 02 20:44:41 2024,110,49.333,41.000,187.000,99.000,69.333,172.000,227.000,50.333
Mon Dec 02 20:44:41 2024,115,48.292,40.375,229.500,95.875,73.292,152.000,207.625,51.792
Mon Dec 02 20:44:41 2024,120,47.250,39.750,272.000,92.750,77.250,132.000,188.250,53.250
Mon Dec 02 20:44:41 2024,125,46.208,39.125,314.500,89.625,81.208,112.000,168.875,54.708
Mon Dec 02 20:44:41 2024,130,46.750,48.917,119.083,166.583,67.583,89.917,68.667,50.917
